index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,windtalkers celebrates the human spirit and packs an emotional wallop,1,a movie that loses sight of ideas and acting <end> ,0,0,0.9420289855072463,"['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own and director in u ', 'a movie that rare film about every to u s career to ', 'a movie that so tale about three years ago and are ', 'a movie that so of the energy in a of healthy tv s ']","['the film s so of those who can t rescue this film ', 'the film is a primer on its own and director in america ', 'the film is a primer on its own it s a of above the ', 'a movie that rare into a man who can not always in ', 'a film that it s a sincere performance by a movie ']","{'u': 0.1, 'gaudy': 0.05, 'bag': 0.05, 'stale': 0.05, 'candy': 0.05}","{'primer': 0.2, 'rescue': 0.1, 'director': 0.1, 'america': 0.1, 'rare': 0.1}",0.04787111282348633
1,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,the film has the perfect characters are not to lend ,1,1,0.9591836734693877,"['the film has an infectious enthusiasm and we re touched ', 'the film is so of the best films of the year with ', 'the film has a laundry cast of human observation and ', 'the film has the heavy handed that takes up with a ', 'the film has been a huge fan of dickens in which is ']","['the film has been a huge that of impact and direction ', 'the film has the perfect characters are too much but ', 'the film is too many out of these guys are john in ', 'the film has a laundry cast of movie references but ', 'the film has all the rules of lurid melodrama into ']","{'infectious': 0.0625, 'enthusiasm': 0.0625, 'touched': 0.0625, 'best': 0.0625, 'films': 0.0625}","{'huge': 0.06666666666666667, 'impact': 0.06666666666666667, 'direction': 0.06666666666666667, 'perfect': 0.06666666666666667, 'characters': 0.06666666666666667}",0.03272390365600586
2,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,0,the film s so uninspiring that could a giant enterprise ,1,1,0.9545454545454546,"['the film is too many or sugary through to think that ', 'the film is so consistently that the impoance of human ', 'the film has a laundry exercise in camera with and ', 'a movie that so of the best films like a fast and ', 'the film is a primer on its own and director in years ']","['the film is a primer on its own and director michael ', 'the film is so heavy handed that doesn t get an interest ', 'the film has a contrivance as aificial as the exalted ', 'the film is a primer on its own animated tv and in ', 'the film is too many out of these or historical moments ']","{'many': 0.0625, 'sugary': 0.0625, 'think': 0.0625, 'consistently': 0.0625, 'impoance': 0.0625}","{'primer': 0.125, 'director': 0.0625, 'michael': 0.0625, 'heavy': 0.0625, 'handed': 0.0625}",0.03102278709411621
3,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,a movie that so lovingly and present the one of screen ,1,1,0.9545454545454546,"['it s a very tasteful to look at the most were what ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own school comedy with ', 'the film is a primer on the beach with humor and american ']","['the film is a primer on its own animated tv in which ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own director director ', 'the film is a primer on its own animated tv director ', 'the film is so consistently unimaginative that doesn ']","{'primer': 0.23076923076923078, 'tasteful': 0.07692307692307693, 'look': 0.07692307692307693, 'many': 0.07692307692307693, 'mid': 0.07692307692307693}","{'primer': 0.26666666666666666, 'director': 0.2, 'animated': 0.13333333333333333, 'tv': 0.13333333333333333, 'rules': 0.06666666666666667}",0.034677982330322266
4,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,1,the film is a primer on its own it s a of healthy ,1,1,0.9302325581395349,"['the film is a primer on the beach with humor and humor ', 'the film is so of the best films of the year with ', 'the film is a primer on a movie that should be better ', 'the film is so consistently that the impoance of life ', 'the film is a primer on its own hollywood director ']","['the film is a primer on its own and director michael ', 'the film is so consistently unimaginative that doesn ', 'the film is too many or even through the movie s mid ', 'the film is too many or sugary through to think that ', 'the film is a primer on the beach with humor and american ']","{'primer': 0.2, 'humor': 0.13333333333333333, 'beach': 0.06666666666666667, 'best': 0.06666666666666667, 'films': 0.06666666666666667}","{'primer': 0.13333333333333333, 'many': 0.13333333333333333, 'director': 0.06666666666666667, 'michael': 0.06666666666666667, 'consistently': 0.06666666666666667}",0.03386354446411133
5,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,the film is a primer on its own in town with sensitivity ,1,1,0.9555555555555556,"['the film is so of those who try to look at but it ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own it s a of healthy ', 'the film is so many that its through the film s mid ', 'the film is so heavy and 295 preview screenings since ']","['the film is a primer on its own it fills a good movie ', 'it s a very tasteful rock and roll of the filmmakers ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own it fills a film above ', 'the film is too many or even through the movie s of ']","{'primer': 0.14285714285714285, 'try': 0.07142857142857142, 'look': 0.07142857142857142, 'rewarding': 0.07142857142857142, 'balance': 0.07142857142857142}","{'primer': 0.21428571428571427, 'fills': 0.14285714285714285, 'good': 0.07142857142857142, 'tasteful': 0.07142857142857142, 'rock': 0.07142857142857142}",0.03372621536254883
6,feels like six different movies fighting each other for attention,0,a very funny look at how it used to be <end> ,1,1,0.9818181818181818,"['a movie that so lovingly and present the one of screen ', 'a movie that one of the best films of the year with ', 'a movie that so lovingly and present the most of screen ', 'a movie that rare into a reunion of s a performance ', 'a movie that one of the best films of the year the ']","['the film s so uninspiring that could a job to the ', 'the film is a primer on its own and director in u ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own director director ', 'the film is a primer on sentence of the film a movie ']","{'one': 0.16666666666666666, 'lovingly': 0.1111111111111111, 'present': 0.1111111111111111, 'screen': 0.1111111111111111, 'best': 0.1111111111111111}","{'primer': 0.2857142857142857, 'director': 0.2857142857142857, 'uninspiring': 0.07142857142857142, 'could': 0.07142857142857142, 'job': 0.07142857142857142}",0.03549313545227051
7,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,1,the movie has the number of gloss the holocaust faced ,0,0,0.9857142857142858,"['the movie has been in years old but even as a movie ', 'the movie has the fact of the best examples of a house ', 'the movie has been in years old but even as they were ', 'the movie has the fact that the is a rewarding smug ', 'the movie has been in this history but director michael ']","['the movie has a laundry of a movie that you can hear ', 'the movie has been a huge that the film it would have ', 'the movie has been in this is that rare drama that ', 'the movie has been in years old but even as they re ', 'the movie has been in this history but ultimately ']","{'years': 0.125, 'old': 0.125, 'even': 0.125, 'fact': 0.125, 'best': 0.0625}","{'laundry': 0.09090909090909091, 'hear': 0.09090909090909091, 'huge': 0.09090909090909091, 'would': 0.09090909090909091, 'rare': 0.09090909090909091}",0.0552370548248291
8,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,the film has the perfect of s best as a couple of ,1,1,0.9836065573770492,"['the film has the perfect of s best as a couple of ', 'the film has the perfect characters are not much of ', 'the film has an infectious enthusiasm and we re touched ', 'the film is too many out to crush the same ride that ', 'the film has been a huge that the movie is one of ']","['the film has a laundry cast of human business but ', 'the film has all the rules of his film bigelow the ', 'the film has all the rules of water melodrama which ', 'the film is too many out of these or historical moments ', 'the film is a contrivance as aificial as the film ']","{'perfect': 0.14285714285714285, 'best': 0.07142857142857142, 'couple': 0.07142857142857142, 'characters': 0.07142857142857142, 'much': 0.07142857142857142}","{'rules': 0.14285714285714285, 'laundry': 0.07142857142857142, 'cast': 0.07142857142857142, 'human': 0.07142857142857142, 'business': 0.07142857142857142}",0.03299903869628906
9,pretty much sucks but has a funny moment or two,0,a very funny look at how it used to be <end> ,1,1,0.9642857142857143,"['a movie that so of the best films like a confidence ', 'a movie that so of the highest and the most feeling ', 'the film is a solid album of acting and direction ', 'a movie that so of the highest and the most famous ', 'a movie that rare into a man who can not always in ']","['the film is a primer on its own and director in u ', 'a movie that so of the highest and the of povey to ', 'the film is too many that its capacity to examine ', 'the film s so uninspiring that could a taste of the ']","{'highest': 0.13333333333333333, 'best': 0.06666666666666667, 'films': 0.06666666666666667, 'like': 0.06666666666666667, 'confidence': 0.06666666666666667}","{'primer': 0.09090909090909091, 'director': 0.09090909090909091, 'u': 0.09090909090909091, 'highest': 0.09090909090909091, 'povey': 0.09090909090909091}",0.02913355827331543
