,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
0,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u need xma innocent schoolbook message deoxyadenosine_monophosphate freshly picture speech_sound mary_leontyne_price assembly_line rental bind 0800 0721072 find safe,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,room need,0.0,0.2777777777777778,0.3431372549019608,l0,wordnet,0.08685731887817383
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u need xma innocent schoolbook message deoxyadenosine_monophosphate freshly picture speech_sound mary_leontyne_price assembly_line rental bind 0800 0721072 find safe,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,yes see message,0.0,0.10475117334177524,0.1350734836708713,pairwise,wordnet,0.3068275451660156
2,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u need xma innocent schoolbook message deoxyadenosine_monophosphate freshly picture speech_sound mary_leontyne_price assembly_line rental bind 0800 0721072 find safe,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,wud mind u not miss u not need u wil hurt wen u need amp u not tell care:-,0.0,0.24066495746038516,0.31622776601683794,cosine,wordnet,0.017308712005615234
3,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u need xma innocent schoolbook message deoxyadenosine_monophosphate freshly picture speech_sound mary_leontyne_price assembly_line rental bind 0800 0721072 find safe,,yes start send request pain come bed double coin factory get to cash nitro,0.0,0.7602468187379431,0.7966745558924672,spacy,wordnet,2.9886274337768555
4,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers_racket finish 0089(my endure figure choose incur adenine aps350 present figure check displease call_up 09063442151 exact aps350 honor,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,check iq,0.0,0.2763157894736842,0.3721804511278195,l0,wordnet,0.0969855785369873
5,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers_racket finish 0089(my endure figure choose incur adenine aps350 present figure check displease call_up 09063442151 exact aps350 honor,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,check iq,0.0,0.08507864861689522,0.1815600113500356,pairwise,wordnet,0.3060948848724365
6,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers_racket finish 0089(my endure figure choose incur adenine aps350 present figure check displease call_up 09063442151 exact aps350 honor,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,check iq,0.0,0.1414213562373095,0.3336230624913196,cosine,wordnet,0.016906261444091797
7,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers_racket finish 0089(my endure figure choose incur adenine aps350 present figure check displease call_up 09063442151 exact aps350 honor,,pls accept day beg change number,0.0,0.7774197879974927,0.7247682382207338,spacy,wordnet,3.023097276687622
8,Went to ganesh dress shop,live ganapati crop shop,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,\for sparkling shopping break 45 person 0121 2025050 visit www.shortbreaks.org.uk\,0.0,0.16346153846153846,0.25,l0,wordnet,0.05719780921936035
9,Went to ganesh dress shop,live ganapati crop shop,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,great news freefone 08006344447 claim guarantee aps1000 cash aps2000 gift speak live operator,0.0,0.07644962318959063,0.17077611319011649,pairwise,wordnet,0.2558748722076416
10,Went to ganesh dress shop,live ganapati crop shop,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,great news freefone 08006344447 claim guarantee aps1000 cash aps2000 gift speak live operator,0.0,0.1386750490563073,0.25,cosine,wordnet,0.011515378952026367
11,Went to ganesh dress shop,live ganapati crop shop,< forward 448712404000 > 08712404000 immediately urgent message wait,garden ready summer free selection summer bulb seed worth aps33:50 scotsman saturday stop go2 notxt.co.uk,0.2043315442395115,0.578366180903759,0.5848879701370984,spacy,wordnet,2.3966407775878906
12,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career ii flyng start ii breakthrough free txt horo follow ur mavin sign e. g. horo arie,,e msg jus u say thank gift,0.0,0.19285714285714284,0.85,l0,wordnet,0.08190488815307617
13,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career ii flyng start ii breakthrough free txt horo follow ur mavin sign e. g. horo arie,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,go ur hon lab,0.0,0.1861600620534886,0.7929140583283977,pairwise,wordnet,0.30653858184814453
14,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career ii flyng start ii breakthrough free txt horo follow ur mavin sign e. g. horo arie,,go ur hon lab,0.0,0.25724787771376323,0.8235294117647058,cosine,wordnet,0.01737046241760254
15,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career ii flyng start ii breakthrough free txt horo follow ur mavin sign e. g. horo arie,,wud mind u not miss u not need u wil hurt wen u need amp u not tell care:-,0.0,0.8152323416240583,0.9544605434978422,spacy,wordnet,3.1325979232788086
16,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u amp underground protagonist look 2 contact u find prohibit r*reveal world_health_organization mean ur special cry 09058094594,,ok c u,0.0,0.19607843137254902,0.6787330316742082,l0,wordnet,0.0711982250213623
17,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u amp underground protagonist look 2 contact u find prohibit r*reveal world_health_organization mean ur special cry 09058094594,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,go ur hon lab,0.0,0.09427171364984961,0.4112070550676187,pairwise,wordnet,0.30413174629211426
18,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u amp underground protagonist look 2 contact u find prohibit r*reveal world_health_organization mean ur special cry 09058094594,,wud mind u not miss u not need u wil hurt wen u need amp u not tell care:-,0.0,0.3587804401793932,0.7267220926874316,cosine,wordnet,0.016303300857543945
19,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u amp underground protagonist look 2 contact u find prohibit r*reveal world_health_organization mean ur special cry 09058094594,,wud mind u not miss u not need u wil hurt wen u need amp u not tell care:-,0.0,0.9031183384513554,0.9468082734070928,spacy,wordnet,2.973801374435425
20,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",fluid x mth update later tv_camera tv headphone gratuitous go_on ur list fix additional unblock min text_edition text_edition predict,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,later network urgnt sm,0.0,0.1527777777777778,0.24444444444444444,l0,wordnet,0.08252406120300293
21,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",fluid x mth update later tv_camera tv headphone gratuitous go_on ur list fix additional unblock min text_edition text_edition predict,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,go ur hon lab,0.0,0.07240380080811215,0.10935041890655255,pairwise,wordnet,0.3090066909790039
22,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",fluid x mth update later tv_camera tv headphone gratuitous go_on ur list fix additional unblock min text_edition text_edition predict,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,cancel yeah baby sound important understand darlin ring later fone love kate x,0.0,0.12104550653376049,0.19047619047619047,cosine,wordnet,0.017239093780517578
23,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",fluid x mth update later tv_camera tv headphone gratuitous go_on ur list fix additional unblock min text_edition text_edition predict,,1 write msg 2 dictionary mode 3)cover screen hand 4)press   lt;#&gt 5)gently remove ur hand interesting,0.0,0.7863486623713961,0.8290348084492083,spacy,wordnet,3.025203227996826
24,I think the other two still need to get cash but we can def be ready by 9,call_up require cash simply tail_end def live ix,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,great news freefone 08006344447 claim guarantee aps1000 cash aps2000 gift speak live operator,0.0,0.20192307692307693,0.29166666666666663,l0,wordnet,0.06739473342895508
25,I think the other two still need to get cash but we can def be ready by 9,call_up require cash simply tail_end def live ix,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,great news freefone 08006344447 claim guarantee aps1000 cash aps2000 gift speak live operator,0.0,0.11031569691241044,0.1908740661302035,pairwise,wordnet,0.2561817169189453
26,I think the other two still need to get cash but we can def be ready by 9,call_up require cash simply tail_end def live ix,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,great news freefone 08006344447 claim guarantee aps1000 cash aps2000 gift speak live operator,0.0,0.19611613513818402,0.2886751345948129,cosine,wordnet,0.013964176177978516
27,I think the other two still need to get cash but we can def be ready by 9,call_up require cash simply tail_end def live ix,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,final chance claim ur aps150 worth discount voucher today text yes 85023 savamob member offer mobile t cs savamob pobox84 m263uz aps3.00 sub 16,0.3305353640377547,0.767250556555149,0.8329981616625768,spacy,wordnet,2.5264484882354736
28,Just do what ever is easier for you,inequitable make_out ever_so cost easy,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email 123,0.0,0.14545454545454545,0.6,l0,wordnet,0.06109786033630371
29,Just do what ever is easier for you,inequitable make_out ever_so cost easy,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email 123,0.0,0.06489111218323008,0.33517574332792605,pairwise,wordnet,0.25243067741394043
30,Just do what ever is easier for you,inequitable make_out ever_so cost easy,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email 123,0.0,0.11952286093343936,0.4472135954999579,cosine,wordnet,0.011916399002075195
31,Just do what ever is easier for you,inequitable make_out ever_so cost easy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,winner specially select receive aps1000 cash aps2000 award speak live operator claim 087147123779am-7pm cost 10p,0.17717065742906263,0.55026990887391,0.630051275925822,spacy,wordnet,2.460165023803711
32,Sian... Aft meeting supervisor got work 2 do liao... U working now?,xian fore assemble executive_program sustain oeuvre 2 make_out liao_dynasty uracil crop,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,date service ask 2 contact u shy 09058091870 reveal pobox84 m26 3uz 150p,0.0,0.08391608391608392,0.10101010101010101,l0,wordnet,0.08646488189697266
33,Sian... Aft meeting supervisor got work 2 do liao... U working now?,xian fore assemble executive_program sustain oeuvre 2 make_out liao_dynasty uracil crop,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,u secret admirer reveal think u r special 09065174042 opt reply reveal stop 1.50 msg recd cust care 07821230901,0.0,0.0,0.0,pairwise,wordnet,0.25473523139953613
34,Sian... Aft meeting supervisor got work 2 do liao... U working now?,xian fore assemble executive_program sustain oeuvre 2 make_out liao_dynasty uracil crop,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com txt 89693 08715500022 rpl stop 2 cnl,0.0,0.1651445647689541,0.08703882797784893,cosine,wordnet,0.013562440872192383
35,Sian... Aft meeting supervisor got work 2 do liao... U working now?,xian fore assemble executive_program sustain oeuvre 2 make_out liao_dynasty uracil crop,free,ur balance aps600 question complete landmark big a. bob b. barry c. ben text b c 83738 good luck,0.1319164222517523,0.4255713829984793,0.42317245331509384,spacy,wordnet,2.6238670349121094
