,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,0.9332939426291113,"[0.9289255857501102, 0.9466438580700421, 0.9237020390661961, 0.9358347576128377, 0.9289255857501102, 0.9332574097949274, 0.9172208828132784, 0.9313558766110284, 0.9466438580700421, 0.9332574097949274, 0.9410575089900188, 0.9406549360468895, 0.9237020390661961, 0.9172208828132784, 0.9410575089900188, 0.9342865715357832, 0.9358347576128377, 0.9313558766110284, 0.9406549360468895, 0.9342865715357832]",spacy,1244.6606028079987,0,lessconcon
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,0.9573821093776618,"[0.9580445022766512, 0.9487301977166346, 0.9635980388240306, 0.9642508645162383, 0.9580445022766512, 0.9522565089091002, 0.9592310801517321, 0.9645725029675476, 0.9487301977166346, 0.9522565089091002, 0.9541831291847026, 0.9471063533573845, 0.9635980388240306, 0.9592310801517321, 0.9541831291847026, 0.9618479158725952, 0.9642508645162383, 0.9645725029675476, 0.9471063533573845, 0.9618479158725952]",spacy,1173.8679385185242,0,lessconcon
2,What about this one then.,0.9047161651275599,"[0.8723009944911789, 0.9238214723895243, 0.8938465571300793, 0.9107787782203028, 0.8723009944911789, 0.8818252465779489, 0.893414376131646, 0.8914262932919907, 0.9238214723895243, 0.8818252465779489, 0.9226129237824895, 0.9288816549786562, 0.8938465571300793, 0.893414376131646, 0.9226129237824895, 0.928253354281782, 0.9107787782203028, 0.8914262932919907, 0.9288816549786562, 0.928253354281782]",spacy,324.3639135360718,0,lessconcon
3,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0.9450772132233677,"[0.9508086089005015, 0.93040324240413, 0.9575292994781843, 0.945545248596538, 0.9508086089005015, 0.9450037214007904, 0.9470098253461365, 0.9553390316305655, 0.93040324240413, 0.9450037214007904, 0.9378475016848661, 0.926980251140981, 0.9575292994781843, 0.9470098253461365, 0.9378475016848661, 0.9543054016509853, 0.945545248596538, 0.9553390316305655, 0.926980251140981, 0.9543054016509853]",spacy,1143.3087589740753,0,lessconcon
4,Cheers for the card ... Is it that time of year already?,0.9238995538935034,"[0.9269338875314302, 0.9325971558396519, 0.9174923902677012, 0.899431070989065, 0.9269338875314302, 0.922834188169542, 0.9307087604448434, 0.9193141595845555, 0.9325971558396519, 0.922834188169542, 0.9242728491105463, 0.9357258260196085, 0.9174923902677012, 0.9307087604448434, 0.9242728491105463, 0.9296852509780892, 0.899431070989065, 0.9193141595845555, 0.9357258260196085, 0.9296852509780892]",spacy,753.2967920303345,0,lessconcon
5,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,0.9471274547091543,"[0.9353584649911812, 0.9386598957474597, 0.9361526735545128, 0.9329151156365901, 0.9353584649911812, 0.9512919557239705, 0.9624568492372214, 0.9623863268155413, 0.9386598957474597, 0.9512919557239705, 0.9475589209168204, 0.9449339921359817, 0.9361526735545128, 0.9624568492372214, 0.9475589209168204, 0.9595603523322631, 0.9329151156365901, 0.9623863268155413, 0.9449339921359817, 0.9595603523322631]",spacy,998.1261434555054,0,lessconcon
6,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,0.8803208762177188,"[0.8646480855594946, 0.8824757513637497, 0.8931837009097433, 0.8787100861146955, 0.8646480855594946, 0.8252453041593358, 0.9116430705766166, 0.8794983464335301, 0.8824757513637497, 0.8252453041593358, 0.8777548340974622, 0.8763064287543986, 0.8931837009097433, 0.9116430705766166, 0.8777548340974622, 0.9137431542081635, 0.8787100861146955, 0.8794983464335301, 0.8763064287543986, 0.9137431542081635]",spacy,954.9463837146759,0,lessconcon
7,"Mah b, I'll pick it up tomorrow",0.884337306996318,"[0.8751307267662081, 0.9067281578784119, 0.8157269552958906, 0.897732060164079, 0.8751307267662081, 0.8861512765289576, 0.8904699768553045, 0.8891920959177322, 0.9067281578784119, 0.8861512765289576, 0.8666210101518246, 0.931876425983535, 0.8157269552958906, 0.8904699768553045, 0.8666210101518246, 0.8837443844212367, 0.897732060164079, 0.8891920959177322, 0.931876425983535, 0.8837443844212367]",spacy,593.9915573596954,0,lessconcon
8,"Didn't try, g and I decided not to head out",0.9463015843496747,"[0.9428718037806575, 0.9422133504112585, 0.9515716410458936, 0.9191873441849281, 0.9428718037806575, 0.9529844509791453, 0.9732146281079073, 0.9477096660776123, 0.9422133504112585, 0.9529844509791453, 0.9636020715386776, 0.9219236545383769, 0.9515716410458936, 0.9732146281079073, 0.9636020715386776, 0.9477372328322933, 0.9191873441849281, 0.9477096660776123, 0.9219236545383769, 0.9477372328322933]",spacy,745.8640780448914,0,lessconcon
9,Tell me pa. How is pain de.,0.8475550710882057,"[0.847438822319251, 0.8392489866866248, 0.8785763734164601, 0.8558587817844765, 0.847438822319251, 0.8052176956737083, 0.8266391050719722, 0.8597211132400032, 0.8392489866866248, 0.8052176956737083, 0.8518176153590833, 0.8457635190772927, 0.8785763734164601, 0.8266391050719722, 0.8518176153590833, 0.8652686982531858, 0.8558587817844765, 0.8597211132400032, 0.8457635190772927, 0.8652686982531858]",spacy,599.362851858139,0,lessconcon
