,dataset,bb,distance,method
0,fake,DNN,0.7491068787758595,cf gan
1,fake,DNN,0.7436097573106257,cf gan
2,fake,DNN,0.7471690676741277,cf gan
3,fake,DNN,0.7952844325120192,cf gan
4,fake,DNN,0.7491068787758595,cf gan
5,fake,DNN,0.8027713594454836,cf gan
6,fake,DNN,0.8572939968334559,cf gan
7,fake,DNN,0.7978594049492351,cf gan
8,fake,DNN,0.7436097573106257,cf gan
9,fake,DNN,0.8027713594454836,cf gan
10,fake,DNN,0.8484860473932468,cf gan
11,fake,DNN,0.8442326344966707,cf gan
12,fake,DNN,0.7471690676741277,cf gan
13,fake,DNN,0.8572939968334559,cf gan
14,fake,DNN,0.8484860473932468,cf gan
15,fake,DNN,0.8431777762732641,cf gan
16,fake,DNN,0.7952844325120192,cf gan
17,fake,DNN,0.7978594049492351,cf gan
18,fake,DNN,0.8442326344966707,cf gan
19,fake,DNN,0.8431777762732641,cf gan
20,fake,DNN,0.39683567844399414,cf gan
21,fake,DNN,0.14282656599651747,cf gan
22,fake,DNN,0.6578847216586803,cf gan
23,fake,DNN,0.6150941089610342,cf gan
24,fake,DNN,0.39683567844399414,cf gan
25,fake,DNN,0.05147496664048405,cf gan
26,fake,DNN,0.4892410477828038,cf gan
27,fake,DNN,0.36334998956090936,cf gan
28,fake,DNN,0.14282656599651747,cf gan
29,fake,DNN,0.05147496664048405,cf gan
30,fake,DNN,0.21655697272527177,cf gan
31,fake,DNN,0.033851035204458424,cf gan
32,fake,DNN,0.6578847216586803,cf gan
33,fake,DNN,0.4892410477828038,cf gan
34,fake,DNN,0.21655697272527177,cf gan
35,fake,DNN,0.38205644407196293,cf gan
36,fake,DNN,0.6150941089610342,cf gan
37,fake,DNN,0.36334998956090936,cf gan
38,fake,DNN,0.033851035204458424,cf gan
39,fake,DNN,0.38205644407196293,cf gan
40,fake,DNN,0.6079990242886649,cf gan
41,fake,DNN,0.697196765573419,cf gan
42,fake,DNN,0.6882519669277596,cf gan
43,fake,DNN,0.6657993664074312,cf gan
44,fake,DNN,0.6079990242886649,cf gan
45,fake,DNN,0.6647622723858221,cf gan
46,fake,DNN,0.6795907881539096,cf gan
47,fake,DNN,0.6318637578076592,cf gan
48,fake,DNN,0.697196765573419,cf gan
49,fake,DNN,0.6647622723858221,cf gan
50,fake,DNN,0.8467850402857237,cf gan
51,fake,DNN,0.9244798114405651,cf gan
52,fake,DNN,0.6882519669277596,cf gan
53,fake,DNN,0.6795907881539096,cf gan
54,fake,DNN,0.8467850402857237,cf gan
55,fake,DNN,0.9159358688423829,cf gan
56,fake,DNN,0.6657993664074312,cf gan
57,fake,DNN,0.6318637578076592,cf gan
58,fake,DNN,0.9244798114405651,cf gan
59,fake,DNN,0.9159358688423829,cf gan
60,fake,DNN,0.6748289860043478,cf gan
61,fake,DNN,0.7891892129912613,cf gan
62,fake,DNN,0.7076377174494334,cf gan
63,fake,DNN,0.7166631550724802,cf gan
64,fake,DNN,0.6748289860043478,cf gan
65,fake,DNN,0.698940540661335,cf gan
66,fake,DNN,0.8362413794190596,cf gan
67,fake,DNN,0.7502449016423896,cf gan
68,fake,DNN,0.7891892129912613,cf gan
69,fake,DNN,0.698940540661335,cf gan
70,fake,DNN,0.7758908716965663,cf gan
71,fake,DNN,0.8030211893512239,cf gan
72,fake,DNN,0.7076377174494334,cf gan
73,fake,DNN,0.8362413794190596,cf gan
74,fake,DNN,0.7758908716965663,cf gan
75,fake,DNN,0.7857509421640534,cf gan
76,fake,DNN,0.7166631550724802,cf gan
77,fake,DNN,0.7502449016423896,cf gan
78,fake,DNN,0.8030211893512239,cf gan
79,fake,DNN,0.7857509421640534,cf gan
80,fake,DNN,0.5469320081556922,cf gan
81,fake,DNN,0.39613395272819246,cf gan
82,fake,DNN,0.4995206434627747,cf gan
83,fake,DNN,0.2589117206128679,cf gan
84,fake,DNN,0.5469320081556922,cf gan
85,fake,DNN,0.5892269038161402,cf gan
86,fake,DNN,0.7071248941359892,cf gan
87,fake,DNN,0.5201848009714061,cf gan
88,fake,DNN,0.39613395272819246,cf gan
89,fake,DNN,0.5892269038161402,cf gan
90,fake,DNN,0.6273280139085796,cf gan
91,fake,DNN,0.48224219101532967,cf gan
92,fake,DNN,0.4995206434627747,cf gan
93,fake,DNN,0.7071248941359892,cf gan
94,fake,DNN,0.6273280139085796,cf gan
95,fake,DNN,0.4560533976664899,cf gan
96,fake,DNN,0.2589117206128679,cf gan
97,fake,DNN,0.5201848009714061,cf gan
98,fake,DNN,0.48224219101532967,cf gan
99,fake,DNN,0.4560533976664899,cf gan
100,fake,DNN,0.6364484022395601,cf gan
101,fake,DNN,0.6774198501493739,cf gan
102,fake,DNN,0.706601639363851,cf gan
103,fake,DNN,0.6942399966821119,cf gan
104,fake,DNN,0.6364484022395601,cf gan
105,fake,DNN,0.7666006122366965,cf gan
106,fake,DNN,0.8358971673678797,cf gan
107,fake,DNN,0.7758465661901,cf gan
108,fake,DNN,0.6774198501493739,cf gan
109,fake,DNN,0.7666006122366965,cf gan
110,fake,DNN,0.8338699365552366,cf gan
111,fake,DNN,0.91255501780296,cf gan
112,fake,DNN,0.706601639363851,cf gan
113,fake,DNN,0.8358971673678797,cf gan
114,fake,DNN,0.8338699365552366,cf gan
115,fake,DNN,0.8974632799350508,cf gan
116,fake,DNN,0.6942399966821119,cf gan
117,fake,DNN,0.7758465661901,cf gan
118,fake,DNN,0.91255501780296,cf gan
119,fake,DNN,0.8974632799350508,cf gan
120,fake,DNN,0.6664950454844331,cf gan
121,fake,DNN,0.7368334191727756,cf gan
122,fake,DNN,0.6893161843764546,cf gan
123,fake,DNN,0.8707055879459428,cf gan
124,fake,DNN,0.6664950454844331,cf gan
125,fake,DNN,0.6379695354489725,cf gan
126,fake,DNN,0.8611543353001406,cf gan
127,fake,DNN,0.7290596230276992,cf gan
128,fake,DNN,0.7368334191727756,cf gan
129,fake,DNN,0.6379695354489725,cf gan
130,fake,DNN,0.7060061087168571,cf gan
131,fake,DNN,0.8309507448560666,cf gan
132,fake,DNN,0.6893161843764546,cf gan
133,fake,DNN,0.8611543353001406,cf gan
134,fake,DNN,0.7060061087168571,cf gan
135,fake,DNN,0.7752744832603187,cf gan
136,fake,DNN,0.8707055879459428,cf gan
137,fake,DNN,0.7290596230276992,cf gan
138,fake,DNN,0.8309507448560666,cf gan
139,fake,DNN,0.7752744832603187,cf gan
140,fake,DNN,0.5671654403190634,cf gan
141,fake,DNN,0.7616069292198687,cf gan
142,fake,DNN,0.791206681834324,cf gan
143,fake,DNN,0.7642564388024735,cf gan
144,fake,DNN,0.5671654403190634,cf gan
145,fake,DNN,0.5440825661560152,cf gan
146,fake,DNN,0.5655437898532649,cf gan
147,fake,DNN,0.5973144786710044,cf gan
148,fake,DNN,0.7616069292198687,cf gan
149,fake,DNN,0.5440825661560152,cf gan
150,fake,DNN,0.7967868907258508,cf gan
151,fake,DNN,0.7150007407569324,cf gan
152,fake,DNN,0.791206681834324,cf gan
153,fake,DNN,0.5655437898532649,cf gan
154,fake,DNN,0.7967868907258508,cf gan
155,fake,DNN,0.763052531057528,cf gan
156,fake,DNN,0.7642564388024735,cf gan
157,fake,DNN,0.5973144786710044,cf gan
158,fake,DNN,0.7150007407569324,cf gan
159,fake,DNN,0.763052531057528,cf gan
160,fake,DNN,0.3468493887217522,cf gan
161,fake,DNN,0.33650526171622114,cf gan
162,fake,DNN,0.5651774307750254,cf gan
163,fake,DNN,0.5207337074190843,cf gan
164,fake,DNN,0.3468493887217522,cf gan
165,fake,DNN,0.2949589465973394,cf gan
166,fake,DNN,0.4473448123681746,cf gan
167,fake,DNN,0.367806077428057,cf gan
168,fake,DNN,0.33650526171622114,cf gan
169,fake,DNN,0.2949589465973394,cf gan
170,fake,DNN,0.25032319680171417,cf gan
171,fake,DNN,0.36552592893385494,cf gan
172,fake,DNN,0.5651774307750254,cf gan
173,fake,DNN,0.4473448123681746,cf gan
174,fake,DNN,0.25032319680171417,cf gan
175,fake,DNN,0.7432862595920686,cf gan
176,fake,DNN,0.5207337074190843,cf gan
177,fake,DNN,0.367806077428057,cf gan
178,fake,DNN,0.36552592893385494,cf gan
179,fake,DNN,0.7432862595920686,cf gan
180,fake,DNN,0.7737022449795412,cf gan
181,fake,DNN,0.8151067062906314,cf gan
182,fake,DNN,0.7400356630248541,cf gan
183,fake,DNN,0.7582781171159223,cf gan
184,fake,DNN,0.7737022449795412,cf gan
185,fake,DNN,0.758444277184625,cf gan
186,fake,DNN,0.9284896065234552,cf gan
187,fake,DNN,0.7910422258883526,cf gan
188,fake,DNN,0.8151067062906314,cf gan
189,fake,DNN,0.758444277184625,cf gan
190,fake,DNN,0.7668028921318772,cf gan
191,fake,DNN,0.8710684919307725,cf gan
192,fake,DNN,0.7400356630248541,cf gan
193,fake,DNN,0.9284896065234552,cf gan
194,fake,DNN,0.7668028921318772,cf gan
195,fake,DNN,0.7802963866294573,cf gan
196,fake,DNN,0.7582781171159223,cf gan
197,fake,DNN,0.7910422258883526,cf gan
198,fake,DNN,0.8710684919307725,cf gan
199,fake,DNN,0.7802963866294573,cf gan
200,fake,DNN,0.636788885845804,cf gan
201,fake,DNN,0.7265899946626732,cf gan
202,fake,DNN,0.8068642696375655,cf gan
203,fake,DNN,0.6988387999050706,cf gan
204,fake,DNN,0.636788885845804,cf gan
205,fake,DNN,0.6840556666193305,cf gan
206,fake,DNN,0.6706509563371124,cf gan
207,fake,DNN,0.7625733585690416,cf gan
208,fake,DNN,0.7265899946626732,cf gan
209,fake,DNN,0.6840556666193305,cf gan
210,fake,DNN,0.7221548797850378,cf gan
211,fake,DNN,0.8629639778359197,cf gan
212,fake,DNN,0.8068642696375655,cf gan
213,fake,DNN,0.6706509563371124,cf gan
214,fake,DNN,0.7221548797850378,cf gan
215,fake,DNN,0.7422123317217585,cf gan
216,fake,DNN,0.6988387999050706,cf gan
217,fake,DNN,0.7625733585690416,cf gan
218,fake,DNN,0.8629639778359197,cf gan
219,fake,DNN,0.7422123317217585,cf gan
220,fake,DNN,0.33448942671658843,cf gan
221,fake,DNN,0.9381262839591584,cf gan
222,fake,DNN,0.9210520628462687,cf gan
223,fake,DNN,0.9162675281917486,cf gan
224,fake,DNN,0.33448942671658843,cf gan
225,fake,DNN,0.37886233078666653,cf gan
226,fake,DNN,0.42940959051016536,cf gan
227,fake,DNN,0.3887045850447482,cf gan
228,fake,DNN,0.9381262839591584,cf gan
229,fake,DNN,0.37886233078666653,cf gan
230,fake,DNN,0.9509862659839328,cf gan
231,fake,DNN,0.9327909114433471,cf gan
232,fake,DNN,0.9210520628462687,cf gan
233,fake,DNN,0.42940959051016536,cf gan
234,fake,DNN,0.9509862659839328,cf gan
235,fake,DNN,0.9620690340119725,cf gan
236,fake,DNN,0.9162675281917486,cf gan
237,fake,DNN,0.3887045850447482,cf gan
238,fake,DNN,0.9327909114433471,cf gan
239,fake,DNN,0.9620690340119725,cf gan
240,fake,DNN,0.685119922234864,cf gan
241,fake,DNN,0.6526698263293238,cf gan
242,fake,DNN,0.7121858036267017,cf gan
243,fake,DNN,0.6861156387928775,cf gan
244,fake,DNN,0.685119922234864,cf gan
245,fake,DNN,0.7511124179198149,cf gan
246,fake,DNN,0.8143288584718652,cf gan
247,fake,DNN,0.8083222861528953,cf gan
248,fake,DNN,0.6526698263293238,cf gan
249,fake,DNN,0.7511124179198149,cf gan
250,fake,DNN,0.7083576517873592,cf gan
251,fake,DNN,0.8046149229822812,cf gan
252,fake,DNN,0.7121858036267017,cf gan
253,fake,DNN,0.8143288584718652,cf gan
254,fake,DNN,0.7083576517873592,cf gan
255,fake,DNN,0.8465174159881258,cf gan
256,fake,DNN,0.6861156387928775,cf gan
257,fake,DNN,0.8083222861528953,cf gan
258,fake,DNN,0.8046149229822812,cf gan
259,fake,DNN,0.8465174159881258,cf gan
260,fake,DNN,0.7229554759687367,cf gan
261,fake,DNN,0.5181447391111867,cf gan
262,fake,DNN,0.8165004846949013,cf gan
263,fake,DNN,0.7419989901103904,cf gan
264,fake,DNN,0.7229554759687367,cf gan
265,fake,DNN,0.5727906160705816,cf gan
266,fake,DNN,0.7877796721913138,cf gan
267,fake,DNN,0.8133970147014833,cf gan
268,fake,DNN,0.5181447391111867,cf gan
269,fake,DNN,0.5727906160705816,cf gan
270,fake,DNN,0.5993901647731349,cf gan
271,fake,DNN,0.565241197302659,cf gan
272,fake,DNN,0.8165004846949013,cf gan
273,fake,DNN,0.7877796721913138,cf gan
274,fake,DNN,0.5993901647731349,cf gan
275,fake,DNN,0.833856977241887,cf gan
276,fake,DNN,0.7419989901103904,cf gan
277,fake,DNN,0.8133970147014833,cf gan
278,fake,DNN,0.565241197302659,cf gan
279,fake,DNN,0.833856977241887,cf gan
280,fake,DNN,0.5620133786762569,cf gan
281,fake,DNN,0.7073360637986723,cf gan
282,fake,DNN,0.7319403303969244,cf gan
283,fake,DNN,0.4655480202664347,cf gan
284,fake,DNN,0.5620133786762569,cf gan
285,fake,DNN,0.6576344146349976,cf gan
286,fake,DNN,0.6414219393268042,cf gan
287,fake,DNN,0.1499001500287476,cf gan
288,fake,DNN,0.7073360637986723,cf gan
289,fake,DNN,0.6576344146349976,cf gan
290,fake,DNN,0.574122027851036,cf gan
291,fake,DNN,0.23323398901120185,cf gan
292,fake,DNN,0.7319403303969244,cf gan
293,fake,DNN,0.6414219393268042,cf gan
294,fake,DNN,0.574122027851036,cf gan
295,fake,DNN,0.5223630909553558,cf gan
296,fake,DNN,0.4655480202664347,cf gan
297,fake,DNN,0.1499001500287476,cf gan
298,fake,DNN,0.23323398901120185,cf gan
299,fake,DNN,0.5223630909553558,cf gan
300,fake,DNN,0.5893880547238077,cf gan
301,fake,DNN,0.5649971657571576,cf gan
302,fake,DNN,0.7121178810672523,cf gan
303,fake,DNN,0.4704530167598637,cf gan
304,fake,DNN,0.5893880547238077,cf gan
305,fake,DNN,0.5107812866566511,cf gan
306,fake,DNN,0.6044232422691846,cf gan
307,fake,DNN,0.5917632039750553,cf gan
308,fake,DNN,0.5649971657571576,cf gan
309,fake,DNN,0.5107812866566511,cf gan
310,fake,DNN,0.5855505024948237,cf gan
311,fake,DNN,0.7230516814778073,cf gan
312,fake,DNN,0.7121178810672523,cf gan
313,fake,DNN,0.6044232422691846,cf gan
314,fake,DNN,0.5855505024948237,cf gan
315,fake,DNN,0.6713778952422282,cf gan
316,fake,DNN,0.4704530167598637,cf gan
317,fake,DNN,0.5917632039750553,cf gan
318,fake,DNN,0.7230516814778073,cf gan
319,fake,DNN,0.6713778952422282,cf gan
320,fake,DNN,0.568623161424017,cf gan
321,fake,DNN,0.6269787341808585,cf gan
322,fake,DNN,0.6770693505393144,cf gan
323,fake,DNN,0.5842168050192508,cf gan
324,fake,DNN,0.568623161424017,cf gan
325,fake,DNN,0.6065296765919955,cf gan
326,fake,DNN,0.6432768848321341,cf gan
327,fake,DNN,0.7872253628712473,cf gan
328,fake,DNN,0.6269787341808585,cf gan
329,fake,DNN,0.6065296765919955,cf gan
330,fake,DNN,0.7382164525519206,cf gan
331,fake,DNN,0.7747253582084315,cf gan
332,fake,DNN,0.6770693505393144,cf gan
333,fake,DNN,0.6432768848321341,cf gan
334,fake,DNN,0.7382164525519206,cf gan
335,fake,DNN,0.6912818499878451,cf gan
336,fake,DNN,0.5842168050192508,cf gan
337,fake,DNN,0.7872253628712473,cf gan
338,fake,DNN,0.7747253582084315,cf gan
339,fake,DNN,0.6912818499878451,cf gan
340,fake,DNN,0.5708915913269205,cf gan
341,fake,DNN,0.6603138955859498,cf gan
342,fake,DNN,0.7060038652578764,cf gan
343,fake,DNN,0.594411515390186,cf gan
344,fake,DNN,0.5708915913269205,cf gan
345,fake,DNN,0.6381061375243551,cf gan
346,fake,DNN,0.6502517518443315,cf gan
347,fake,DNN,0.5843692919604875,cf gan
348,fake,DNN,0.6603138955859498,cf gan
349,fake,DNN,0.6381061375243551,cf gan
350,fake,DNN,0.653277775282468,cf gan
351,fake,DNN,0.7599683492507902,cf gan
352,fake,DNN,0.7060038652578764,cf gan
353,fake,DNN,0.6502517518443315,cf gan
354,fake,DNN,0.653277775282468,cf gan
355,fake,DNN,0.6686468817992081,cf gan
356,fake,DNN,0.594411515390186,cf gan
357,fake,DNN,0.5843692919604875,cf gan
358,fake,DNN,0.7599683492507902,cf gan
359,fake,DNN,0.6686468817992081,cf gan
360,fake,DNN,0.7838729989544828,cf gan
361,fake,DNN,0.884149272746027,cf gan
362,fake,DNN,0.9094016968935249,cf gan
