,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Miss England Wkly Sir :-) Win a major Manuel MP3 player if everything know which situation both Algarve is into ? Txt ansr before 82277 . aPS1.50 NFL : Tyrone,miss england wkly sir win major manuel mp3 player know situation algarve txt ansr 82277 aps1.50 nfl tyrone,,CountVectorizer,growing_language,MLPClassifier,spam,127.8417067527771,0
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,Wrong ! We are trying to send U. Democrats need shows if you have denied a aPS800 talent GUARANTEED . Change 09050001808 from province line . Claim M95 . Valid12hrs only,wrong try send u. democrats need show deny aps800 talent guarantee change 09050001808 province line claim m95 valid12hrs,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,119.97439241409302,1
2,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We are knowing to contact me ... Last weekends introduce shows that him won a aPS1000 world GUARANTEED :) Drop 09064012160 . Try Code K52 . Incorrect 12hrs far . 150ppm,gent know contact weekend introduce show win aps1000 world guarantee drop 09064012160 try code k52 incorrect 12hrs far 150ppm,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,128.57425618171692,2
3,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,public information 4 orange file . today looks my lucky day!2find out when use through http://www.urawinner.com THERE 'S A Big SURPRISE AWAITING Me !,public information 4 orange file today look lucky day!2find use http://www.urawinner.com big surprise await,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,118.74139285087585,3
4,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations ur became Billion over CD friends either 125gift awarded & Black entry 20 ONE wkly worry txt SOMEONE to 87066,congratulation ur billion cd friend 125gift award black entry 20 wkly worry txt 87066,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,94.77213382720947,3
5,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,Him have an recent customer mail press :) Call FREEPHONE 2018 542 0825 now !,recent customer mail press freephone 2018 542 0825,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,66.93500566482544,11
6,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U wait as Xmas ? How about 100 free something messages & a new mom couple with half price line rental ? WORK free now across 0800 0721072 to intend out more ...,u wait xma 100 free message new mom couple half price line rental work free 0800 0721072 intend,,CountVectorizer,growing_language,MLPClassifier,spam,146.33423566818237,11
7,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Financial chance 2 carrier ur aPS150 worth through search funds - Coverage YES to 85023 now!SavaMob - agent offers mobile T Wat 08717898035 . aPS3.00 Ad . 16 ;) Lag k Unit either Watch,financial chance 2 carrier ur aps150 worth search fund coverage yes 85023 now!savamob agent offer mobile t wat 08717898035 aps3.00 ad 16 lag k unit watch,,CountVectorizer,growing_language,MLPClassifier,spam,123.99636483192444,11
8,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know u and u have n't know me . Send Voice to 86688 even and say himself find each other ! Only x. / Msg kevin . HG / Suite342/2Lands / Mother / W1J6HL Brock ... 18 teenagers or quite .,know u u know send voice 86688 find x. msg kevin hg suite342/2lands mother w1j6hl brock 18 teenager,,CountVectorizer,growing_language,MLPClassifier,spam,134.26579093933105,11
9,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,todays facebook points ending with 0089(my last four digits ) are based to received a aPS350 milestone . If your number does please call 09063442151 to judge your aPS350 award,todays facebook point end 0089(my digit base receive aps350 milestone number 09063442151 judge aps350 award,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,105.8076102733612,11
10,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur everything partner maybe ? Gets ur career off 2 a flyng start ? 11 guess out free , chris HORO followed by ur star sign , e. g. HORO ARIES",u meet ur partner maybe get ur career 2 flyng start 11 guess free chris horo follow ur star sign e. g. horo arie,,CountVectorizer,growing_language,MLPClassifier,spam,120.47235774993896,14
11,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a secret admirer who is looking 2 make contact with U - come off what they R*reveal what thinks UR so special - call on 09058094594,u secret admirer look 2 contact u come r*reveal think ur special 09058094594,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,100.57105016708374,14
12,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","NEW evening BT , Al Alfie Wahleykkum.sharing a gud news / By every grace beyond Fox , yours tried an discount from Tayseer , TISSCO or they endorsed :-) HAVE you are loose ? Inshah AZ , demonstrate you now ? Rakhesh , lodge across Vodafone .",new evening bt al alfie wahleykkum.share gud news grace fox try discount tayseer tissco endorse loose inshah az demonstrate rakhesh lodge vodafone,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_language,MLPClassifier,spam,219.9751753807068,16
13,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,Get a aPS200 Shopping explosion every Day Starting Miss . 2 play facebook OFFICE without 88039 .... SkilGme ? TsCs08714740323 1Winawk ! age16 aPS1.50perweeksub .,aps200 shopping explosion day start miss 2 play facebook office 88039 skilgme tscs08714740323 1winawk age16 aps1.50perweeksub,,CountVectorizer,growing_language,MLPClassifier,spam,75.61083197593689,16
14,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Thanks for your jam option , reference number X29 . Your ad will be killed 4.50 . Should your tone not arrive please call customer households 09065989180",thank jam option reference number x29 ad kill 4.50 tone arrive customer household 09065989180,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,128.92381381988525,19
15,UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,Dun took a City Miss and could WIN a aPS200 January Shopping sting every WK :-) Mr STORE to 88039 . SkilGme ? TsCs087147403231Winawk!Age16 aPS1.50perWKsub,dun take city miss win aps200 january shopping sting wk mr store 88039 skilgme tscs087147403231winawk!age16 aps1.50perwksub,,CountVectorizer,growing_language,MLPClassifier,spam,95.76310396194458,19
16,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a New Nokia 3510i colour phone DeliveredTomorrow ? Into 300 own minutes to any location + 100 limited texts + Chemical Europe reply either mean 08000930705,want new nokia 3510i colour phone deliveredtomorrow 300 minute location + 100 limited text + chemical europe reply mean 08000930705,,CountVectorizer,growing_language,MLPClassifier,spam,123.66118502616882,19
17,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your free 10 mths ? Update to the least Camera / Video phones for FREE . KEEP UR SAME Year , Get extra free mins / texts . Argument YES for this morning",free 10 mth update camera video phone free ur year extra free min text argument yes morning,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,162.91352820396423,21
18,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Shift Teen ; His subs gets now expired 2 opinion - sub ma'am MONOC 4 monos either POLYC 4 polys 1 weekly On clergy per week MS STOP 2 see This msg free Stream 0871212025016,shift teen subs gets expire 2 opinion sub ma'am monoc 4 mono polyc 4 poly 1 weekly clergy week ms stop 2 msg free stream 0871212025016,,CountVectorizer,growing_language,MLPClassifier,spam,165.16529059410095,22
19,Just do what ever is easier for you,Just stop who ever is easier for you,stop easy,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,44.52502083778381,23
20,XMAS iscoming & ur awarded either aPS500 CD gift vouchers & free entry 2 r aPS100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,Yup iscoming Or yo awarded either aPS500 CD daughter vouchers & other domain 2 r aPS100 frequent fine k Someone to 87066 TnC www . Ldew.com1win150ppmx3age16subscription,yup iscoming yo award aps500 cd daughter voucher domain 2 r aps100 frequent fine k 87066 tnc www ldew.com1win150ppmx3age16subscription,,CountVectorizer,growing_language,MLPClassifier,spam,112.59823346138,25
21,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,SAME ... Your 8 Account Statement if says 800 un - paid Sandra Mar M. points . Cell 08715203652 Identifier Dictionary : 42810 Expires 29/10/0,8 account statement say 800 un pay sandra mar m. point cell 08715203652 identifier dictionary 42810 expire 29/10/0,,CountVectorizer,growing_language,MLPClassifier,spam,119.85904145240784,25
22,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost aPS1.50. 2 cancel send STOP","mate babe , make me tired , * happen * me on ! Txt me your fantasy now babe - ) I m beautiful , good and need you now -- All replies need aPS1.50 :P 2 cancel send STOP",mate babe tired happen txt fantasy babe m beautiful good need reply need aps1.50 :p 2 cancel send stop,wylie tampa sarasota,CountVectorizer,growing_language,MLPClassifier,spam,173.57952046394348,25
