,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are thinking to go U. Democrats possess shows that you have made a aPS800 race United . Happen 09050001808 from land line . Say M95 . Valid12hrs only,urgent think u. democrats possess show aps800 race unite happen 09050001808 land line m95 valid12hrs,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,177.3207244873047,2
1,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Jr. ? It 're wondering to care you ... Last weekends remain actors that it came a aPS1000 incentive Used ? Call 09064012160 ! Call NY K52 ? Valid sleep only . 150ppm,jr wonder care weekend remain actor come aps1000 incentive 09064012160 ny k52 valid sleep 150ppm,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,171.66609835624695,3
2,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations hey served 75 of CD payments but 125gift guaranteed & Korean block 2 100 wkly have p MUSIC to 87066,congratulation hey serve 75 cd payment 125gift guarantee korean block 2 100 wkly p music 87066,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,76.8143539428711,5
3,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,Just chill against another 6hrs ;-) After you could sleep an pain is again a surgical service so see how it unfolds . Okay,chill 6hrs sleep pain surgical service unfold okay,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,150.38993668556213,11
4,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,You have registered Sinco as Payee . Log out at icicibank.com and enter URN   & lt;#&gt ;   to take . Beware of frauds . Do NOT let or claim URN to anyone .,register sinco payee log icicibank.com enter urn    lt;#&gt    beware fraud let claim urn,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,141.93344640731812,11
5,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You have an important mail discount decision . Call FREEPHONE 600 542 0825 now !,important mail discount decision freephone 600 542 0825,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,93.38500809669495,11
6,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do Me want for Nov ? How about 12 direct type messages & a strong video someone while half price pipe california ? Call gay now on 400 0721072 to write out more :-),want nov 12 direct type message strong video half price pipe california gay 400 0721072 write,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,217.59208869934082,11
7,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Silly attempt 8 rule thanx aPS150 worth that discount vouchers - Point Okay to 85023 now!SavaMob - arm reveals powerful Roll Gov 08717898035 :| aPS3.00 Sub . 7 . Let th Host or STOP,silly attempt 8 rule thanx aps150 worth discount voucher point okay 85023 now!savamob arm reveal powerful roll gov 08717898035 :| aps3.00 sub 7 let th host stop,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,180.88554859161377,11
8,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know u and u do quickly know them . Send Today to 86688 now and let 's check any other ... Only z. / Cream jeff . HG / Suite342/2Lands / Row / W1J6HL Fallon . 12 years or over .,know u u quickly know send today 86688 let check z. cream jeff hg suite342/2lands row w1j6hl fallon 12 year,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,181.32503724098206,11
9,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,whole vodafone numbers considering through 0089(my last four digits ) are undertaken to received a aPS350 award . If your number runs please come 09063442151 to benefit your aPS350 award,vodafone number consider 0089(my digit undertake receive aps350 award number run come 09063442151 benefit aps350 award,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,91.25827836990356,11
10,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,O.o I was to send requests to make it but pain came back again I 'm back in bed . Double coins at the house too . I got ta claim in all your nitros .,o.o send request pain come m bed double coin house get ta claim nitro,important customer service announcement freephone 0800 542 0825,TfidfVectorizer,growing_language,RandomForestClassifier,spam,139.37439393997192,11
