,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are trying to striking U. Todays take_out shows that you have win a aPS800 choice vouch . Call 09050001808 from land personal_line_of_credit . exact M95 . Valid12hrs just,urgent try strike u. today take_out show win aps800 choice vouch 09050001808 land personal_line_of_credit exact m95 valid12hrs,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,2.457683801651001,2
1,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We comprise trying to inter-group_communication you . Last weekend reap shows that you pull_ahead axerophthol aPS1000 prime guarantee . phone_call 09064012160 . disclaim write_in_code K52 . invalid 12hrs only . 150ppm,gent comprise try inter group_communication weekend reap show pull_ahead axerophthol aps1000 prime guarantee phone_call 09064012160 disclaim write_in_code k52 invalid 12hrs 150ppm,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,5.2735395431518555,3
2,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,felicitation ur present D of four_hundred coupon Beaver_State 125gift assure & unloose submission 2 one_hundred wkly run txt medicine to 87066,felicitation ur present d four_hundred coupon beaver_state 125gift assure unloose submission 2 one_hundred wkly run txt medicine 87066,,TfidfVectorizer,growing_net,RandomForestClassifier,spam,4.314812660217285,5
3,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U privation for Christmas_Day ? How about hundred unfreeze schoolbook messages & vitamin_A Modern video_recording phone with half toll phone_line rental ? ring relinquish now on 0800 0721072 to find out more !,u privation christmas_day unfreeze schoolbook message vitamin_a modern video_recording phone half toll phone_line rental ring relinquish 0800 0721072 find,,TfidfVectorizer,growing_net,RandomForestClassifier,spam,6.094725131988525,14
4,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,survive find 2 lay_claim ur aPS150 deserving of deduction verifier - trade_edition no to 85023 now!SavaMob - phallus extend fluid liothyronine coulomb 08717898035 . aPS3.00 wedge . sixteen . Remove txt cristal or discontinue,survive find 2 lay_claim ur aps150 deserving deduction verifier trade_edition 85023 now!savamob phallus extend fluid liothyronine coulomb 08717898035 aps3.00 wedge sixteen remove txt cristal discontinue,,TfidfVectorizer,growing_net,RandomForestClassifier,spam,12.66099214553833,14
5,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers ending with 0089(my last four digits ) make_up pick_out to received a aPS350 grant . If your number pair please call 09063442151 to forfeit your aPS350 honour,today vodafone number end 0089(my digit make_up pick_out receive aps350 grant number pair 09063442151 forfeit aps350 honour,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,2.446354866027832,15
6,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur aspiration mate soon ? Is ur career off 2 ampere flyng kickoff ? 2 find come_out absolve , txt HORO watch past ur star sign , e. g. HORO ARIES",u meet ur aspiration mate soon ur career 2 ampere flyng kickoff 2 find come_out absolve txt horo watch past ur star sign e. g. horo arie,,TfidfVectorizer,growing_net,RandomForestClassifier,spam,1.974858045578003,18
7,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a secret protagonist who is looking 2 make liaison with U - uncovering out who they R*reveal who remember UR so special - call on 09058094594,u secret protagonist look 2 liaison u uncover r*reveal remember ur special 09058094594,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,0.9644286632537842,18
8,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a freshly Nokia 3510i colorlessness phone DeliveredTomorrow ? With 300 free_people minutes to whatever nomadic + 100 disembarrass texts + detached Camcorder respond or call 08000930705,want freshly nokia 3510i colorlessness phone deliveredtomorrow 300 free_people minute nomadic + 100 disembarras texts + detached camcorder respond 08000930705,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,3.9884133338928223,27
9,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your peregrine 10 mths ? Update to the latest Camera / video_recording phones for relieve . KEEP UR SAME NUMBER , come excess unblock mins / texts . trade_edition no for a call",peregrine 10 mth update late camera video_recorde phone relieve ur number come excess unblock min text trade_edition,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,3.4047086238861084,29
10,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,public ! Your 2003 business_relationship assertion for usher 800 UN - redeemed S. I. M. target . Call 08715203652 Identifier codification : 42810 snuff_it 29/10/0,public 2003 business_relationship assertion usher 800 un redeem s. i. m. target 08715203652 identifier codification 42810 snuff_it 29/10/0,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,2.287339925765991,36
11,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,URGENT ! Your Mobile_River come has been grant with a aPS2000 Bonus Caller prise . Call 09058095201 from set_ashore railway_line . invalid 12hrs only,urgent mobile_riv come grant aps2000 bonus caller prise 09058095201 set_ashore railway_line invalid 12hrs,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,2.2804832458496094,43
12,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You have been peculiarly pick_out to obtain deoxyadenosine_monophosphate \3000 award ! Call 08712402050 BEFORE the stock close . be 10ppm . XVI + . T&Cs use . AG Promo """,peculiarly pick_out obtain deoxyadenosine_monophosphate \3000 award 08712402050 stock close 10ppm xvi + t&cs use ag promo,wylie tampa sarasota,TfidfVectorizer,growing_net,RandomForestClassifier,spam,2.687588930130005,45
