,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,pressing ! We cost render to touch U. today depict shows that you have bring_home_the_bacon a aPS800 loot GUARANTEED . address 09050001808 from land line . arrogate M95 . Valid12hrs only,press cost render touch u. today depict show bring_home_the_bacon aps800 loot guarantee address 09050001808 land line arrogate m95 valid12hrs,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,2.434612989425659,2
1,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We embody trying to meet you . Last weekend run bear_witness that you gain a aPS1000 disrespect warrant . shout 09064012160 . forfeit codification K52 . Valid 12hrs only . 150ppm,gent embody try meet weekend run bear_witness gain aps1000 disrespect warrant shout 09064012160 forfeit codification k52 valid 12hrs 150ppm,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,3.230755567550659,3
2,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,felicitation ur grant five_hundred of 400 verifier Oregon 125gift assure & discharge ingress ii hundred wkly depict txt euphony to 87066,felicitation ur grant five_hundre 400 verifier oregon 125gift assure discharge ingress ii wkly depict txt euphony 87066,,CountVectorizer,growing_net,RandomForestClassifier,spam,5.168744802474976,5
3,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You have an important client servicing announcement . forebode FREEPHONE 0800 542 0825 now !,important client servicing announcement forebode freephone 0800 542 0825,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,0.5298252105712891,13
4,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U want for Xmas ? How around 100 relinquish trade_edition messages & a new telecasting sound with half price line rental ? song freeze immediately along 0800 0721072 to find out more !,u want xma 100 relinquish trade_edition message new telecast sound half price line rental song freeze immediately 0800 0721072 find,,CountVectorizer,growing_net,RandomForestClassifier,spam,3.8888750076293945,13
5,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers ending with 0089(my last four dactyl ) are selected to received a aPS350 honour . If your amount friction_match delight squall 09063442151 to title your aPS350 award,today vodafone number end 0089(my dactyl select receive aps350 honour friction_match delight squall 09063442151 title aps350 award,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,1.8496880531311035,15
6,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur dream partner soon ? Is ur career off 2 a flyng start ? 2 find_oneself KO'd release , txt HORO watch_over by ur star sign , e. g. HORO ARIES",u meet ur dream partner soon ur career 2 flyng start 2 find_oneself ko'd release txt horo watch_over ur star sign e. g. horo arie,,CountVectorizer,growing_net,RandomForestClassifier,spam,0.8928492069244385,18
7,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a arcanum admirer who is looking 2 make middleman with U - lose out World_Health_Organization they R*reveal who thinks UR so special - anticipate on 09058094594,u arcanum admirer look 2 middleman u lose world_health_organization r*reveal think ur special anticipate 09058094594,,CountVectorizer,growing_net,RandomForestClassifier,spam,1.4137792587280273,18
8,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,lose a aPS200 Shopping spree every hebdomad Starting immediately . two gambol school_text STORE to 88039 . SkilGme . TsCs08714740323 1Winawk ! age16 aPS1.50perweeksub .,lose aps200 shopping spree hebdomad start immediately gambol school_text store 88039 skilgme tscs08714740323 1winawk age16 aps1.50perweeksub,,CountVectorizer,growing_net,RandomForestClassifier,spam,1.241485834121704,21
9,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a freshly Nokia 3510i colour phone DeliveredTomorrow ? With 300 freeze minutes to any roving + 100 liberate texts + absolve Camcorder respond operating_theater call_off 08000930705,want freshly nokia 3510i colour phone deliveredtomorrow 300 freeze minute roving + 100 liberate text + absolve camcorder respond operating_theater call_off 08000930705,,CountVectorizer,growing_net,RandomForestClassifier,spam,3.8970258235931396,26
10,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had your immobile 10 mths ? Update to the latest photographic_camera / TV phones for disengage . preserve UR Lapplander total , Get extra resign mins / texts . text_edition no for a cry",immobile 10 mth update late photographic_camera tv phone disengage preserve ur lapplander total extra resign min text text_edition cry,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,4.549809217453003,28
11,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,secret ! Your 2003 write_up affirmation for hide 800 un - redeemed S. I. M. peak . margin_call 08715203652 Identifier write_in_code : 42810 run_out 29/10/0,secret 2003 write_up affirmation hide 800 un redeem s. i. m. peak margin_call 08715203652 identifier write_in_code 42810 run_out 29/10/0,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,2.7264673709869385,35
12,URGENT! Your Mobile number has been awarded with a aPS2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,pressing ! Your peregrine number consume been present with vitamin_A aPS2000 Bonus Caller prise . call_in 09058095201 from land line . Valid 12hrs only,press peregrine number consume present vitamin_a aps2000 bonus caller prise call_in 09058095201 land line valid 12hrs,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,1.9746861457824707,42
13,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You have been specially selected to obtain vitamin_A \3000 award ! call_in 08712402050 in_front the lines close . toll 10ppm . sixteen + . T&Cs use . AG Promo """,specially select obtain vitamin_a \3000 award call_in 08712402050 in_front line close toll 10ppm sixteen + t&c use ag promo,wylie tampa sarasota,CountVectorizer,growing_net,RandomForestClassifier,spam,1.9282491207122803,44
