,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,UNKWORDZ UNKWORDZ Wkly Q ! UNKWORDZ a top Sony DVD player if u know which country UNKWORDZ UNKWORDZ is in ? Txt UNKWORDZ to UNKWORDZ . UNKWORDZ SP : Tyrone,unkwordz unkwordz wkly q unkwordz sony dvd player u know country unkwordz unkwordz txt unkwordz unkwordz unkwordz sp tyrone,,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.525862455368042,0
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We UNKWORDZ UNKWORDZ to UNKWORDZ U. UNKWORDZ draw shows that you have won a UNKWORDZ UNKWORDZ UNKWORDZ . UNKWORDZ UNKWORDZ from UNKWORDZ UNKWORDZ . UNKWORDZ M95 . UNKWORDZ only,urgent unkwordz unkwordz unkwordz u. unkwordz draw show win unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz m95 unkwordz,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.8509018421173096,1
2,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,UNKWORDZ ! We UNKWORDZ trying to UNKWORDZ you . Last weekends UNKWORDZ shows UNKWORDZ you UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Call 09064012160 UNKWORDZ UNKWORDZ UNKWORDZ K52 UNKWORDZ UNKWORDZ UNKWORDZ only . 150ppm,unkwordz unkwordz try unkwordz weekend unkwordz show unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz 09064012160 unkwordz unkwordz unkwordz k52 unkwordz unkwordz unkwordz 150ppm,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,1.1752393245697021,2
3,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important UNKWORDZ 4 orange user . today is your lucky day!2find UNKWORDZ why log onto UNKWORDZ THERE 'S A FANTASTIC SURPRISE AWAITING YOU !,important unkwordz 4 orange user today lucky day!2find unkwordz log unkwordz fantastic surprise await,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.14899134635925293,3
4,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ of UNKWORDZ vouchers or 125gift UNKWORDZ & UNKWORDZ entry 2 UNKWORDZ wkly UNKWORDZ UNKWORDZ MUSIC to 87066,unkwordz unkwordz unkwordz unkwordz unkwordz voucher 125gift unkwordz unkwordz entry 2 unkwordz wkly unkwordz unkwordz music 87066,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.671820878982544,3
5,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You UNKWORDZ an important UNKWORDZ UNKWORDZ announcement . Call FREEPHONE UNKWORDZ UNKWORDZ 0825 now !,unkwordz important unkwordz unkwordz announcement freephone unkwordz unkwordz 0825,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.3295400142669678,11
6,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,UNKWORDZ do U UNKWORDZ for UNKWORDZ ? How about UNKWORDZ free UNKWORDZ messages UNKWORDZ a new UNKWORDZ UNKWORDZ UNKWORDZ half price UNKWORDZ rental ? Call free UNKWORDZ UNKWORDZ UNKWORDZ 0721072 to find out more UNKWORDZ,unkwordz u unkwordz unkwordz unkwordz free unkwordz message unkwordz new unkwordz unkwordz unkwordz half price unkwordz rental free unkwordz unkwordz unkwordz 0721072 find unkwordz,,TfidfVectorizer,sedc,RandomForestClassifier,spam,1.0023057460784912,11
7,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Last UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ aPS150 worth of UNKWORDZ vouchers - UNKWORDZ YES to UNKWORDZ now!SavaMob - UNKWORDZ offers UNKWORDZ UNKWORDZ UNKWORDZ 08717898035 . aPS3.00 Sub . UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ or STOP,unkwordz unkwordz unkwordz unkwordz aps150 worth unkwordz voucher unkwordz yes unkwordz now!savamob unkwordz offer unkwordz unkwordz unkwordz 08717898035 aps3.00 sub unkwordz unkwordz unkwordz unkwordz unkwordz stop,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,1.1125988960266113,11
8,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know UNKWORDZ UNKWORDZ u UNKWORDZ n't UNKWORDZ UNKWORDZ . Send UNKWORDZ to 86688 now and let 's find each other ! Only UNKWORDZ / Msg UNKWORDZ . HG UNKWORDZ Suite342/2Lands / Row / UNKWORDZ LDN . UNKWORDZ UNKWORDZ or over .,know unkwordz unkwordz u unkwordz unkwordz unkwordz send unkwordz 86688 let find unkwordz msg unkwordz hg unkwordz suite342/2lands row unkwordz ldn unkwordz unkwordz,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,1.0984008312225342,11
9,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,UNKWORDZ vodafone UNKWORDZ UNKWORDZ with 0089(my last UNKWORDZ digits ) are selected to received a UNKWORDZ award . UNKWORDZ your number UNKWORDZ UNKWORDZ call 09063442151 to UNKWORDZ your UNKWORDZ award,unkwordz vodafone unkwordz unkwordz 0089(my unkwordz digit select receive unkwordz award unkwordz number unkwordz unkwordz 09063442151 unkwordz unkwordz award,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.7280330657958984,11
10,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur UNKWORDZ partner soon ? Is ur career off 2 a flyng start ? 2 find out free , UNKWORDZ HORO followed by ur star UNKWORDZ , e. g. HORO ARIES",u meet ur unkwordz partner soon ur career 2 flyng start 2 find free unkwordz horo follow ur star unkwordz e. g. horo arie,,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.18216538429260254,14
11,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a secret admirer who is looking 2 make UNKWORDZ with U - find out who they UNKWORDZ who UNKWORDZ UNKWORDZ so special - call on 09058094594,u secret admirer look 2 unkwordz u find unkwordz unkwordz unkwordz special 09058094594,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.23184847831726074,14
12,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,UNKWORDZ a aPS200 Shopping spree every UNKWORDZ Starting NOW . 2 play text STORE to 88039 UNKWORDZ SkilGme . TsCs08714740323 1Winawk UNKWORDZ age16 UNKWORDZ .,unkwordz aps200 shopping spree unkwordz start 2 play text store 88039 unkwordz skilgme tscs08714740323 1winawk unkwordz age16 unkwordz,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.3312094211578369,17
13,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",UNKWORDZ for your UNKWORDZ order UNKWORDZ reference UNKWORDZ X29 . UNKWORDZ UNKWORDZ will UNKWORDZ charged UNKWORDZ . UNKWORDZ UNKWORDZ UNKWORDZ not arrive please call customer UNKWORDZ 09065989180,unkwordz unkwordz order unkwordz reference unkwordz x29 unkwordz unkwordz unkwordz charge unkwordz unkwordz unkwordz unkwordz arrive customer unkwordz 09065989180,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.8068351745605469,20
14,UR awarded a City Break and could WIN a aPS200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 aPS1.50perWKsub,UNKWORDZ awarded a UNKWORDZ Break and could UNKWORDZ a aPS200 Summer Shopping spree every UNKWORDZ . UNKWORDZ UNKWORDZ UNKWORDZ 88039 . SkilGme . TsCs087147403231Winawk!Age16 UNKWORDZ,unkwordz award unkwordz break unkwordz aps200 summer shopping spree unkwordz unkwordz unkwordz unkwordz 88039 skilgme tscs087147403231winawk!age16 unkwordz,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.5503556728363037,20
15,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,UNKWORDZ you UNKWORDZ a New UNKWORDZ 3510i UNKWORDZ UNKWORDZ DeliveredTomorrow ? With UNKWORDZ free minutes to any UNKWORDZ + 100 free texts + Free UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ 08000930705,unkwordz unkwordz new unkwordz 3510i unkwordz unkwordz deliveredtomorrow unkwordz free minute unkwordz + 100 free text + free unkwordz unkwordz unkwordz unkwordz 08000930705,,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.7373533248901367,20
16,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","UNKWORDZ your UNKWORDZ UNKWORDZ UNKWORDZ ? UNKWORDZ to the UNKWORDZ UNKWORDZ / UNKWORDZ UNKWORDZ for FREE . KEEP UR SAME NUMBER , UNKWORDZ extra free mins UNKWORDZ UNKWORDZ . Text UNKWORDZ for a call",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz free ur number unkwordz extra free min unkwordz unkwordz text unkwordz,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.8800909519195557,22
17,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,UNKWORDZ Club UNKWORDZ Your subs has UNKWORDZ UNKWORDZ 2 re - UNKWORDZ UNKWORDZ MONOC 4 monos or POLYC 4 polys 1 weekly @ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ This UNKWORDZ UNKWORDZ Stream 0871212025016,unkwordz club unkwordz sub unkwordz unkwordz 2 unkwordz unkwordz monoc 4 mono polyc 4 poly 1 weekly unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz stream 0871212025016,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,1.0593135356903076,23
18,XMAS iscoming & ur awarded either aPS500 CD gift vouchers & free entry 2 r aPS100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ either UNKWORDZ CD gift vouchers UNKWORDZ UNKWORDZ entry UNKWORDZ r aPS100 UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ to 87066 TnC UNKWORDZ . Ldew.com1win150ppmx3age16subscription,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz cd gift voucher unkwordz unkwordz entry unkwordz r aps100 unkwordz unkwordz unkwordz unkwordz 87066 tnc unkwordz ldew.com1win150ppmx3age16subscription,,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.9636492729187012,27
19,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,UNKWORDZ ! Your UNKWORDZ UNKWORDZ UNKWORDZ for shows 800 un - UNKWORDZ S. I. M. UNKWORDZ . Call 08715203652 UNKWORDZ UNKWORDZ : UNKWORDZ Expires 29/10/0,unkwordz unkwordz unkwordz unkwordz show 800 un unkwordz s. i. m. unkwordz 08715203652 unkwordz unkwordz unkwordz expire 29/10/0,wylie tampa sarasota,TfidfVectorizer,sedc,RandomForestClassifier,spam,0.6520252227783203,27
