,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
0,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,unimportant client service announcement birdcall freephone 0800 542 0825 immediately,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,askd u question hour answer,0.0,0.0,0.675,l0,wordnet,0.061153411865234375
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,unimportant client service announcement birdcall freephone 0800 542 0825 immediately,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,askd u question hour answer,0.0,0.0,0.5101490193104813,pairwise,wordnet,0.30548930168151855
2,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,unimportant client service announcement birdcall freephone 0800 542 0825 immediately,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,askd u question hour answer,0.0,0.0,0.6708203932499369,cosine,wordnet,0.013385295867919922
3,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,unimportant client service announcement birdcall freephone 0800 542 0825 immediately,aight yo dats straight dogg,message phone hold,-0.003124992178223786,0.5950729441361698,0.9328192999201127,spacy,wordnet,2.7308428287506104
4,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xma 100 free text_edition message young video phone monetary_value line rental liberal like_a_shot 0800 0721072 find,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,free,0.0,0.5277777777777778,0.6862745098039216,l0,wordnet,0.08533143997192383
5,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xma 100 free text_edition message young video phone monetary_value line rental liberal like_a_shot 0800 0721072 find,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,message phone hold,0.0,0.1842030767483818,0.49198384431860775,pairwise,wordnet,0.31189966201782227
6,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xma 100 free text_edition message young video phone monetary_value line rental liberal like_a_shot 0800 0721072 find,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,message phone hold,0.0,0.2721655269759087,0.6851601597031488,cosine,wordnet,0.01720428466796875
7,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xma 100 free text_edition message young video phone monetary_value line rental liberal like_a_shot 0800 0721072 find,,turn phone mom tell cancer sister will stop call hurt talk u u home love u,0.0,0.8017184367074226,0.9406828986704127,spacy,wordnet,3.0167007446289062
8,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,chance 2 title ur aps150 charles_frederick_worth ignore verifier textbook 85023 now!savamob appendage whirl rove mt cs 08717898035 aps3.00 cuban_sandwich xvi remove txt xtc barricade,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,go ur hon lab,0.0,0.14423076923076922,0.4907407407407407,l0,wordnet,0.09923982620239258
9,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,chance 2 title ur aps150 charles_frederick_worth ignore verifier textbook 85023 now!savamob appendage whirl rove mt cs 08717898035 aps3.00 cuban_sandwich xvi remove txt xtc barricade,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,go ur hon lab,0.0,0.0659563434946674,0.3083133839284594,pairwise,wordnet,0.31058430671691895
