,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
0,Bill Gates Says Trump Didn't Know The Difference Between HPV And Cancer,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,fake,Polyjuice,TfidfVectorizer,279,23.567536115646362
1,Corey's screen presence is so flat and brief that he leaves the entire picture shaking at all times.,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,fake,Polyjuice,TfidfVectorizer,279,31.822545528411865
2,"Donald Trump's transition team announced on Friday that they would fire head coach Mike Powers, and replace him with a player who would be named later in the season.",Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,fake,Polyjuice,TfidfVectorizer,279,22.49369502067566
3,Mark Levin on the allegations: ’The Evidence Is Overwhelming’ - Breitbart.,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,fake,Polyjuice,TfidfVectorizer,279,23.233152866363525
4,"Great Movie 'This Is America' Video, Explained","Childish Gambino's 'This Is America' Video, Explained",fake,Polyjuice,TfidfVectorizer,279,26.678150177001953
5,A Native American is playing a concert.,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",fake,Polyjuice,TfidfVectorizer,279,24.165220260620117
6,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Sam","Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",fake,Polyjuice,TfidfVectorizer,279,23.59979772567749
7,Are they still relevant today?,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",fake,Polyjuice,TfidfVectorizer,279,31.982852458953857
8,Obama To Sue For Political Asylum In Moneygall,Obama To Apply For Political Asylum In Moneygall,fake,Polyjuice,TfidfVectorizer,279,21.828765630722046
9,"Regardless of ‘ political ideology or religious enthusiasm,","Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times",fake,Polyjuice,TfidfVectorizer,279,25.92058515548706
10,Warrant Officer Putsum is a USA,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,fake,Polyjuice,TfidfVectorizer,279,26.14506506919861
11,Exporting to Russia was normal for Adam but not Brett because Brett despised Russian history.,France’s Obsession With Decline Is a Booming Industry - The New York Times,fake,Polyjuice,TfidfVectorizer,279,29.372146129608154
12,Eleven Madison Park users share your opinion and choose your own unique style of music.,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,fake,Polyjuice,TfidfVectorizer,279,22.662318229675293
13,"WikiLeaks revealed classified government documents including, but not, long-term planning for the Werris Creek to Libya.",WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,fake,Polyjuice,TfidfVectorizer,279,29.139127492904663
14,Are people born with more sensitivity to paint?,Can anyone help with the meaning behind a mystery playing card?,fake,Polyjuice,TfidfVectorizer,279,17.606229782104492
15,clusive - Rand Paul on Farber causes Congress to take an unpopular policy that only the rich and famous can buy.,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,fake,Polyjuice,TfidfVectorizer,279,28.18370747566223
16,"I Pray for Donald Trump, that's what I said.","Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",fake,Polyjuice,TfidfVectorizer,279,26.324305057525635
17,EMPTY’s meddling in foreign elections.,Washington’s meddling in foreign elections,fake,Polyjuice,TfidfVectorizer,279,29.046069145202637
18,"We Will Be Cared about, Fight for and Recovering.",GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),fake,Polyjuice,TfidfVectorizer,279,24.095383405685425
19,Is Your County Elections Clerk Ready For Me?,Is Your County Elections Clerk Ready For Russian Hackers?,fake,Polyjuice,TfidfVectorizer,279,19.403666973114014
20,How do Think tanks affect power?,How Think Tanks Amplify Corporate America’s Influence - The New York Times,fake,Polyjuice,TfidfVectorizer,279,18.32072615623474
21,"4 sitting presidents, 4 standing( trs).","4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral",fake,Polyjuice,TfidfVectorizer,279,28.465399265289307
22,St. James Parish Are Under Multiple FBI Investigations as Agents Are Stymied,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,fake,Polyjuice,TfidfVectorizer,279,25.107555150985718
23,Major is most senior Army officer to kill self.,General is most senior Army officer to kill self,fake,Polyjuice,TfidfVectorizer,279,23.71430516242981
24,Will will not be mentioned by name on the large screen.,Donald Trump Will Not Be Mentioned By Name On 'Roseanne',fake,Polyjuice,TfidfVectorizer,279,25.616708517074585
25,School Got Complaints About Teacher Even Before Her Campus Revealed Her Racial Bias,School Got Complaints About Teacher Even Before HuffPost Revealed Her Racial Bias,fake,Polyjuice,TfidfVectorizer,279,29.516876697540283
26,"Religious groups, including Christian groups, are not the same as political groups.",Muslim College Chaplains Extend a Hand Across Religious Divides - The New York Times,fake,Polyjuice,TfidfVectorizer,279,23.861295223236084
27,Which is the best Android tablet?,Freedom Rider: Dump the Democrats for good,fake,Polyjuice,TfidfVectorizer,279,27.768814086914062
28,"Louie Gohmert gives a towering performance as Public Official, a true scientist in the mold of a U. S. politician.",Rep. Louie Gohmert: Protests Against Gorsuch Nomination Are ‘Fake News’ Funded by ‘Soros Money’,fake,Polyjuice,TfidfVectorizer,279,25.629411697387695
29,"Governor Richard J. Dorer Memorial to the September 11, 2001 performance by Governor Jim McGreevey.",North Carolina Governor Signs Law Limiting Successor’s Power - The New York Times,fake,Polyjuice,TfidfVectorizer,279,30.586695671081543
30,Is Trepales'employee loss?,‘This Is Treason’: Clinton’s Email Server Reportedly Exposed to Hackers of 5 Spy Agencies,fake,Polyjuice,TfidfVectorizer,279,27.165597200393677
31,Was Jesus Christ a Sephardic Jew?,Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,fake,Polyjuice,TfidfVectorizer,279,23.341230869293213
32,What is immunisation treatment?,What Is Immunotherapy? The Basics on These Cancer Treatments - The New York Times,fake,Polyjuice,TfidfVectorizer,279,18.95506000518799
33,How One Shoulda been a Billionaire Is Now a Billionaire,Where One Olympic Medal Is a Lot Better Than None - The New York Times,fake,Polyjuice,TfidfVectorizer,279,24.254709482192993
34,"Today, Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors.","Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors",fake,Polyjuice,TfidfVectorizer,279,27.9982488155365
35,I think Alec Baldwin is a very good actor and he does have a great voice.,"Watch Out Alec Baldwin, These Kids' Donald Trump Impressions Are So On Point",fake,Polyjuice,TfidfVectorizer,279,23.774287462234497
