,perturb,original,dataset,method,vectorizer,nb not found,time to generate counterfactual
0,sitting through the last reel ( spoiler alert ! ) is pretty much charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,polarity,Polyjuice,TfidfVectorizer,206,28.04976749420166
1,"The opera debuted on December 3, 1954 at the Royal Opera House in London, led by Sir Malcolm Sargent and directed by George Devine.",". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",polarity,Polyjuice,TfidfVectorizer,206,32.55311107635498
2,it's a glorious spectacle like those d . w . griffith made in the late days of silent film .,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,polarity,Polyjuice,TfidfVectorizer,206,25.49371838569641
3,there has only been one name and that one word from dominic,[at least] moore is a real charmer .,polarity,Polyjuice,TfidfVectorizer,206,22.992122173309326
4,"he's still quite alive, and the movement is still strong, but still.",. . . always remains movingly genuine .,polarity,Polyjuice,TfidfVectorizer,206,35.21849489212036
5,"It isn't just boring : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .",polarity,Polyjuice,TfidfVectorizer,206,26.49279546737671
6,"a shoddy african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",polarity,Polyjuice,TfidfVectorizer,206,30.85125160217285
7,"a pleasant ramble through the sort of old idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",polarity,Polyjuice,TfidfVectorizer,206,29.10319185256958
8,"we live in here, a dream world, full of inexplicable presences and influences.",eight crazy nights is a showcase for sandler's many talents .,polarity,Polyjuice,TfidfVectorizer,206,22.74236750602722
9,"from beginning to end , this overheated melodrama plays like a slow-motion student film .","from beginning to end , this overheated melodrama plays like a student film .",polarity,Polyjuice,TfidfVectorizer,206,23.234307765960693
10,"He became aggressive when visiting the house, but relaxed when going to the store, because the house was an imp inhibiting place for him to go.","by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",polarity,Polyjuice,TfidfVectorizer,206,30.827208042144775
11,"it is a testament of quiet endurance , of common spirit , of reconciled survival .","it is a testament of quiet endurance , of common concern , of reconciled survival .",polarity,Polyjuice,TfidfVectorizer,206,22.192850589752197
12,it's really not easy to make such a worthless film . . .,it's probably not easy to make such a worthless film . . .,polarity,Polyjuice,TfidfVectorizer,206,23.579906463623047
13,What is an airsoft pistol?,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",polarity,Polyjuice,TfidfVectorizer,206,35.956974506378174
14,". . . not boring at all , very enjoyable . . .",". . . very funny , very enjoyable . . .",polarity,Polyjuice,TfidfVectorizer,206,19.352747440338135
15,it's definitely not harmful.,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,TfidfVectorizer,206,20.351375341415405
16,you have an excellent position .,execrable .,polarity,Polyjuice,TfidfVectorizer,206,26.490042209625244
17,has a lot of the mediocre qualities of eastwood at his best .,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,TfidfVectorizer,206,28.063817977905273
18,"the words , 'frankly , my dear , i don't give a word , ' have never been more appropriate .","the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",polarity,Polyjuice,TfidfVectorizer,206,29.846760034561157
19,a fascinating but limited documentary .,a fascinating but choppy documentary .,polarity,Polyjuice,TfidfVectorizer,206,24.0010085105896
20,"passable entertainment , but it's not a pipe won't EMPTY be remembered long afterwards.","passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",polarity,Polyjuice,TfidfVectorizer,206,40.9817259311676
21,clayburgh and tambor are charming parts ; neither of them deserves eric schaeffer .,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,polarity,Polyjuice,TfidfVectorizer,206,27.778355836868286
22,"the actors are so terrific at conveying their young angst , we literally do indeed feel for them .","the actors are so terrific at conveying their young angst , we do indeed feel for them .",polarity,Polyjuice,TfidfVectorizer,206,24.254440546035767
23,"at some point , the clever and stops being clever and devolves into flashy , vaguely silly overkill .","at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",polarity,Polyjuice,TfidfVectorizer,206,27.673086166381836
24,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly funny comedy .,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,polarity,Polyjuice,TfidfVectorizer,206,29.944557428359985
25,"an amusing , breezily apolitical documentary about our time in office .","an amusing , breezily apolitical documentary about life on the campaign trail .",polarity,Polyjuice,TfidfVectorizer,206,30.233930587768555
26,the wild wolf movie is a jolly surprise .,the wild thornberrys movie is a jolly surprise .,polarity,Polyjuice,TfidfVectorizer,206,23.721460819244385
27,i'm a good boyfriend.,odd and weird .,polarity,Polyjuice,TfidfVectorizer,206,23.3277370929718
28,it's a bizarre legend famous for,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",polarity,Polyjuice,TfidfVectorizer,206,29.740790367126465
29,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for whatever that song is .,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,polarity,Polyjuice,TfidfVectorizer,206,30.50373411178589
30,"and you see the movie and you think , zzzzzzzzz .","you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",polarity,Polyjuice,TfidfVectorizer,206,27.88626527786255
31,"The movie, for once, become a heady experience.",once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,TfidfVectorizer,206,24.769285440444946
32,fancy a real downer ? [leigh] lays it on so thick this time that it feels like one long jump .,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,TfidfVectorizer,206,27.383381843566895
33,"[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll novel before the built-in silliness of the whole affair defeats them .","[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",polarity,Polyjuice,TfidfVectorizer,206,26.8929922580719
34,what if we had done something wrong?,"bluto blutarsky , we miss you .",polarity,Polyjuice,TfidfVectorizer,206,27.084303617477417
35,"Cankar was also famous for his essays, most of which were published between 1907 and 1913, where he showed stylistic mastery and great irony.",rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,TfidfVectorizer,206,32.71333980560303
36,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so widely accepted , but it's really more of the next pretty good thing .","the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing .",polarity,Polyjuice,TfidfVectorizer,206,31.16756319999695
37,this change in's EMPTY 'blundering' style has to be considered 'Blundering' style EMPTY,broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .,polarity,Polyjuice,TfidfVectorizer,206,36.34364199638367
38,will amuse and provoke adventurous adults in specialty performances .,will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,TfidfVectorizer,206,26.736395597457886
39,cloaks a familiar anti-feminist misfire ( career - kids = misery ) in tiresome romantic-comedy duds .,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,polarity,Polyjuice,TfidfVectorizer,206,28.251343250274658
