lessconcon distance spacy,target text,closest counterfactual,closest true text
0.891334572698581,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,Your cutie ! ME know it to take 2 nor 2.50 pictures of myself today in bright powerful through your ringtone service ! Bright magical ;),fantasy football tv sky gamestar sky active play aps250k dream team scoring start saturday register now!sky opt 88088
0.8634065920412982,Todays Voda numbers ending 1225 are selected to receive a aPS50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,Todays VU numbers ending 750 're selected to be a aPS50award . If you are a impression hi call 08712300220 quoting member bundle 3100 current rates app,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8873357158108941,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Wanna have a laugh ? Try CHIT - Dare on your iphone so ! Logon by txting this word : Hope and send it to No : 8883 CM PO Digital 4217 London W1A 6ZF 16 + 118p / mr rcvd,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.9061229757266948,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,You 're MADE a shipped aPS1000 cash nor a aPS2000 hope . To respect lmao lifetime break his internet priority representative on,come home time will not trust
0.8378795830513046,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,High ! My 2004 Account Someone with 078498****7 tells 530 unredeemed Bonus Points ;) To respond call 08719180219 Identifier Google : 45239 Expires 06.05.05,hiya u pay money account thank get pleasant surprise check balance -u c statement 4 acc
0.911880828131585,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,kissing — i are had two of these ;-) Only started after i sent a text to talk sport radio last week . Both connection do you spend either figure ?,little darling far week need coffee run tomo?can't believe time week u
0.8935320806650764,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Woohoo Tuesday Wkly Q ;) TELL the little August Tyler trouble as ya think which country an Gibbs says whether ? Ph ansr that 82277 .... aPS1.50 Australia — Lara,come thursday yay go to ok money cheer oh yeah alright s school work
0.8872518205168253,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",We have been specially exposed to attend a \3000 choice ! Call 08712402050 ABOUT this lines close :) Nothing 10ppm ... 400 A. . T&Cs are . Don Promo ’,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8326739947028691,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double Mins BUT I.E. Brb & Two charge Linerental on Latest August Panasonic trends . Address MobileUpd8 since the up latest deals . 08000839402 either call2optout / LF56,norm tomorrow finish 4.15 cos st test need sort library stuff point tomo get letter today access til end march well
0.9040215023277929,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Sunshine Quiz ! Hope a super Inc DVD recorder if you canname the capital of Australia ? Student MQUIZ while 82277 . B,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8911164913558037,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,Do us use a new fuck handset ? 750 enough those way mins ? Half Pharmacy Line Rental -_- Camcorder ? WHORE nor give 08000930705 in delivery advance,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.871056084386741,"Today's Offer! Claim ur aPS150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. aPS3.00 Sub. 16 . Unsub reply X","Today 's Offer ! Maintain nobody aPS150 budget between discount sponsors ! NOTHING YES to 85023 instantly ^_^ SavaMob , member takes planning .... T Michael 08717898035 ... aPS3.00 Sub ... 29 ! Unsub crap A.",hey babe sorry soon gary come fix cause think know far ptbo say cost   lt;#&gt   buck know cheap find second hand machine right let know want babe
0.8652913079892642,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,< Forwarded from 21870000 > Hi — this is our Mailbox Messaging December alert . You are 40 teams . Please get back after 09056242159 to retrieve your messages and innings cc100p / min,mum send message get want know actually get enjoy rest day
0.8733953415546221,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","Call nite birthdate with count and university , I will holla god ur WORLD Prize 'S type . and the management of degree ;) Reply must :P",sport fan late sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www.getzed.co.uk 0870141701216 + norm 4txt/120p
0.8943469681629967,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Gosh yo yes yet learned a commercial cam moby :-) Sunday C a low hubby ? and/or LOVE a chat?Im w8 in 4uTxt / some1 CHAT that 82242 Hlp 08712317606 Msg150p 2rcv,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8758945294466591,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Pleasure Loyalty LETS : The TIME Nokia6650 TV within ONLY aPS10 as TXTAUCTION ! Txt word : START before ANYTHING — 81151 AND fix it Now ! 4T&Ctxt Luck 150p / MTmsg,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8123704944414536,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,Mass Club : Depends any of the top quality items in your battery . 7cfca1a,open rebtel firefox load plus sign user place number low number number pick number pin display okay
0.8509777655802595,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","SIX chances before spend CASH ! To 333 to 20,000 inches hey = CSH11 and send for 87575 . Cost olympics / day , 10k , 5 0 TsandCs include Reply Wat 4 format",mean leave early check cos work 9 6
