concon distance spacy,target text,closest counterfactual,closest true text
0.3759865203281594,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,lxxxiv glaciating retaking flavor co-ordinator moidore unperfumed anglophobia greenly garner ungenerously provedor comiteco moidore nonsanctioned jiglike accusators baltis co-ordinator Gaullist swordbearing sheer-hulk tiros Lecco tidepools unfixably,u want xmas 100 free text message new video phone half price line rental free 0800 0721072 find
0.8011568888519385,Todays Voda numbers ending 1225 are selected to receive a aPS50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,hillbilly enforced bacteraemias ending moonpool are altar-board cathedral topful a aPS50award . diskmag you have a match thorite grooved geotechnically liganded claim doorways 3100 standard secures app,consider wall bunker shit important play peaceful guess place high matter
0.8254096546174338,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,cassiduloid have a laugh ? xerophthalmia CHIT - upmanship abscessing your Glendower now hackles amontillados by verbless the distemperatures : CHAT foot-drop send okapi to No : 8883 querpo supermom ætiology 4217 London W1A 6ZF scypher + 118p / msg antitypic,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.7791039222737696,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,You unclicked WON a humerus neuroanatomic cash tan-ooze a aPS2000 incasing conically To sorrowful two-time Jasmine tan-ooze wine-press customer cuprates gorgelet heartbeats,dirt floor window shirt open mouth come flow dream world half chore time joy lot tv show i.ll guess like thing exist like rain hail mist time
0.5916039590443193,I don know account details..i will ask my mom and send you.my mom is out of reach now.,nordiazepam flinting snowcapped appropriate supertunic co-operates civilisations bankable dilapidates salfern compass-plant color-code antineutrino rachet subdeacon cup-plate horserake cup-plate seducest detick co-operates,private 2004 account statement 07742676969 show 786 unredeemed bonus point claim 08719180248 identifier code 45239 expire
0.7709225572619839,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,PRIVATE ! Your stalkings foot-rest goings for fuzzed shows 786 septemvious Bonus Points Rayburn parve Osage River Westminster dog-headed outsing Code ne'er-do-good hooses Expires chastend,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8922363230747645,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,stele : i chamberlike uniformly falter of these . Only started after i sent a trits Falasha talk sport outlasts last three-footed . Any connection do you think or Colet ?,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.8416412492679486,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,vehicle Quiz incorporeity lyre-pheasant ! Win chinchona beautiful featherdown encyclopedia player if u know mechanise twanged the fencelines is in ? pompet theophile palama 82277 . canons SP : palama,car appreciate dad have map read semi argument apart thing go ok p.
0.7737028574678527,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""","You goose-rumped concerned unaptly Greer ovist underfunding a \3000 award ! binliner orientationist BEFORE the lines close . mesylate 10ppm . glial + . musket-proof apply . AG venerable """,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.76230068464884,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Rastafarianism Mins schelm Double wide-chapped & imbalance price vaccine sprawler Latest Orange philtra guazuma . Call water-rot Rostropovich the very imagerially voluminosity . mires sellest chemisette / neptunist,ok night warm bath drink cup milk work magic need loose weight know
