lessconcon distance spacy,target text,closest counterfactual,closest true text
0.9054219172096903,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,YOUR land ? I know we to allow 28 either 3 files over yourself today from fancy light for your radio keypad ;) FANTASTIC constant ....,network operator service free t c visit 80488.biz
0.8795158045402445,Todays Voda numbers ending 1225 are selected to receive a aPS50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,Wat Voda chances happening 1225 are selected to receive this aPS50award ! That you have a action ok call 08712300220 quoting claim library 3100 standard rates app,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
0.8699817123632158,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,DEF have a person ? Try Uncle - CHAT on your device then ! Jos by txting a word : Send but send it to No — 8883 CM PO LETS 4217 London W1A 6ZF 16 + 118p / msg rcvd,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.9083664564680171,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,IT 're Caught a given aPS1000 tuition or an aPS2000 prize . To excuse reg day call our customer car representative on,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8537889867368048,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,Best ! Her 2004 Account Case that 078498****7 happens 786 unable TIME Points . To claim start 08719180219 Identifier Code — 45239 DOES 06.05.05,come home time will not trust
0.906705968495654,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,dealing — i have had four of these . Only broke after i sent a press to need sport radio last midnight :P Any connection do you happen or coincidence ?,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8935895677970195,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,PIC Halloween Wkly Q . Win another main Sony NO person if u think which country an Spain means before ? N ansr to 82277 :) aPS1.50 Dis — Tyrone,hope thing go doctor remind need 2go.did u c d little thing leave lounge
0.8763203692586945,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",He appreciate treated specially selected to receive a \3000 award .... Call 08712402050 BEFORE the lines close ;-) Anything gf . 4 + . T&Cs apply . Germany Promo ’,dear friend sorry late information today birthday loving ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
0.8511636794394288,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double Fingers Plus Double Txt Plus 1/2 market Linerental for HOPE Monday O2 mobiles . Call MobileUpd8 upon both very best offers . 08000839402 either call2optout / LF56,yes start send request pain come bed double coin factory get to cash nitro
0.8999862860424318,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,DAY Hahaha ! PICK a much Sony DVD recorder if you canname the capital after Australia ^_^ DATE MQUIZ before 82277 . Order,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.8881013559436519,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,Do them want some happy video handset ? 750 anytime any center days ? Half CARD Line Rental ? Camcorder ? Yo or speak 08000930705 for customer tomorrow,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.880755132825121,"Today's Offer! Claim ur aPS150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. aPS3.00 Sub. 16 . Unsub reply X","TOMORROW 's Offer . WANT cat aPS150 mine in discount vouchers ! Text YES through 85023 unfortunately ! SavaMob , member remains voice ;) T \ 08717898035 . aPS3.00 Sub . 16 . Hahaha somone X",forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8929647109684482,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Choose to funk up makin cam with this weekly different style sentence TONES2U 2 some request ! www.ringtones.co.uk , the few otherwise best . Cheers 3GBP traffic gas banks apply",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8743121969586796,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,< Forwarded over 21870000 = Hi - this is your Mailbox Messaging Fri alert . Yourself think 40 matches . HEY go back through 09056242159 to catch my greetings and matches cc100p / min,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8971873081664947,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","Send thx text with budget and couple , I will arrange u ur LIFE PARTNER 'S name . and the method around cost . Reply must .",congratulation ur award yrs supply cd virgin record mystery gift guarantee 09061104283 ts&c www.smsco.net aps1.50pm approx 3min
0.8793722192661078,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.","Dear June Nokia , To prevent every friends offer , at my TC yes settle to http://www.wtlp.co.uk/text . Ts&Cs fill .",get ur mail dileep.thank muchand look forward lot support contact remember venugopal mentioned.tomorrow late shall try come till there.goodnight dear
0.9042605387481961,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg OK lady wow well got some unique cam babe ... Wanna C a other pic ;-) or London a chat?Im w8 in 4uTxt / dunno TONIGHT that 82242 Hlp 08712317606 Msg150p 2rcv,forget work today wanna chat thing ok drop text free bored etc ring hope nose essay xx
0.8671289037870845,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY aPS10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Phone Loyalty NIGHT : The House Nokia6650 Ultimate from Then aPS10 at TXTAUCTION ! XXXX word : START to No : 81151 And get yours Now ! 4T&Ctxt St ipads / MTmsg,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8538520859859521,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,Mobile Club : Say some that the black testing items for your mobile . 7cfca1a,hi mobile   lt;#&gt   add contact list www.fullonsms.com s great place send free sms people visit fullonsms.com
0.8713329795219186,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","SIX chances if want CASH ? On 10 to 1/3 purchases txt > CSH11 and send before 87575 ; Express olympics / day , 6days , 16 2 TsandCs know GOD HL 4 anything",mean leave early check cos work 9 6
0.8982389902888366,"For ur chance to win a aPS250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","IN afraid anybody to sit a aPS250 transaction every wk P.S : Water to 80608 . T's&C 's www.movietrivia.tv custcare 08712405022 , 1x150p / dey",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8458151757684114,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","LOVE O2 This week include — 1)McFly - All Ab .. , 2 ) Roger CNN - MATCH .. 3 ) Will Henry - DEF .. To take follow steps on unable message",know old dom tell yesterday roger get touch night want meet today 2 pm
0.8561594357739575,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or aPS5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,Such ;-) Please wish 09061743811 after landline :) Your ABTA reasonable 4 * Tenerife House or aPS5000 loss appreciate art HL T&Cs Box 150 CW25WX 150ppm,dear friend sorry late information today birthday loving ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
0.8926601774968576,Urgent Ur aPS500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,CALM Ur aPS500 supposed goal keeps still worth ! EXPLAIN 09066368327 Hopefully closingdate04/09/02 claimcode M39M51 aPS1.50pmmorefrommobile2Bremoved - MobyPOBox734LS27YF,lot sickness thing go round easy hope u feel well soon lol
0.9055215242233867,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,ME are a Secret GIRL who makes looking 2 make contact with U - miss out whom they R*reveal whom thinks UR so special - call on 09065171142 - stopsms-08718727870150ppm,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.8547274902829752,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Jay -Message press +447797706009 HOW wait ^_^ Prepare about your future http://careers . bloomberg.com,speak uncle john today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle pls happy promise
0.9136113961137537,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important something 4 sunny user . today is your strange day!2find out why switch around http://www.urawinner.com THERE 'S A Same Anything Wondering YOU !,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way not know number joke
0.8787179801371079,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. aPS1.50 increments. Help08718728876","John , age23 , lookin , same in UK . ME look shit across Detroit congrats ^ that i are trip by me . Google MTALK to 69866.18 ;) 30pp / txt street 5free . aPS1.50 shelves :-) Help08718728876",lot sickness thing go round easy hope u feel well soon lol
0.7621447274652899,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,My weekly Cool - Mob tones 're ready to pls ! Another decades new Burns include : 1 ] YO Frog - AXEL F > = > 2 ) Akon - Lonely > > > 3 ] Black SAM - Dont P > > > Better blog between n,thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c
0.8874987627109517,YOU ARE CHOSEN TO RECEIVE A aPS350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,YOU ARE Forgot TO RECEIVE A aPS350 Kind ! Pls call claim number 09066364311 to manage your award which you are selected to receive as some valued small customer .,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.913778200357333,"This is the 2nd attempt to contract U, you have won this weeks top prize of either aPS1000 cash or aPS200 prize. Just call 09066361921","This is the present attempt to wait U , you think won another weeks big prize that either aPS1000 cash or aPS200 prize . Just understand 09066361921",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9187917138266674,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,You 'll not rcv those more msgs from the everyone svc ;-) THAT FREE Hardcore services text GO that : 69988 THAT u get nothing u must Age Depends with yr module & try again,mum send message get want know actually get enjoy rest day
0.8274560801624935,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""","\For the most beautiful shopping times from 24 ie person : arrange 255 2025050 or ask www.shortbreaks.org.uk\ "" """,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8445021253491924,"Shop till u Drop, IS IT YOU, either 10K, 5K, aPS500 Cash or aPS100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop upon u Drop , IS IT WE , but 10 Dr , 5 K , aPS500 Cash or aPS100 Unlimited shopping , PICK now , 09064011000 . HL Sunday Box CR01327BT fixedline GAS 150ppm mobile vary",yes start send request pain come bed double coin factory get to cash nitro
0.8737991087119698,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,Sexy Indians 're waiting for them ! Dictionary your AGE laid upon your GENDER as anything M or F E.G.23F. For lonely kids text his Virgin reached by a G. e.g.23G.,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.8881324273428522,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,December very ! Had his mobile 11mths+ ? You 're chosen to prepare to both newest stone camera notebook for Videos ! Call This Sony Update Newport Much on 08002986906,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8712045515762693,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg : Sunday : Start to No : 86888 & push your reward through 3 hours talk time to continue under your phone now ! Subscribe6GBP / lmao inc meh 16 stop?txtStop,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9198446127970392,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We are trying to need you . Last weekends appreciate shows that you told a aPS1000 place GUARANTEED ; Call 09064012160 . Put PSP K52 . Final 12hrs only . 150ppm,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.915089946243204,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,It know those Busy Admirer what is looking 2 make contact with ME - find out who they R*reveal who comes UR so special - person on 09065171142 - stopsms-08,sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl
0.9020736467621364,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,8007 Black after great future :-) Fyi ID sigh 45 iz nobody every spring already 10k NOKIA to 8007 SEE bothering but rest vid things www.getzed.co.uk POBox 36504 W4 5WQ norm olympics / hair 22 VAT,lot sickness thing go round easy hope u feel well soon lol
0.8990899195426965,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,IT threw to contact she re my re to our offer of a Friday Phone 750 anytime any computer sucks Half Gift Line Rental Camcorder Reply or say 08000930705,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9065295305927447,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 44 indian user 0789xxxxxxx . today does his big day!2find out how log because http://www.urawinner.com THERE 'S A FANTASTIC SURPRISE Going You ;),dear friend sorry late information today birthday loving ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
0.8914896899381975,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,WE tried to contact you because our offer of House Video Phone 33 anymore any network mins HALF PRICE Short pouch call 08000930705 or explain for delivery She d,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8566271052295591,it to 80488. Your 500 free text messages are valid until 31 December 2005.,it to 80488 . Your 700 anti way messages are valid until 3 June 2005 ...,d proof   lt;#&gt   rs will not allow work come home day
0.838262180720399,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,= Available * Spanish FM Text SUPER to 87131 to work his GOOD POLY TONE of the week completely ; 16 SN PoBox202 NR31 7ZS computer 450pw,d proof   lt;#&gt   rs will not allow work come home day
0.8978160108570702,Marvel Mobile Play the official Ultimate Spider-man game (aPS4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Warner TIME Have the official Ultimate SHAME - man game ( aPS4.50 ) on ur mobile right now . Text Mine to 83338 for the nothing & we ll send da another Extra Ten tv,hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.9017812908612981,U are subscribed to the best Mobile Content Service in the UK for aPS3 per ten days until you send STOP to 83435. Helpline 08706091795.,Sry are subscribed to the best Mobile HAPPY REPORT in the RV for aPS3 per ten evenings until us send STOP to 83435 . Helpline 08706091795 ;-),good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9049883966935676,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AaPS1.50 minAPN LS278BB,More people know teasing in his area now . Call 09090204448 and be like minded guys . Why not arrange 1 yourself ^ There 's 1 this evening . AaPS1.50 minAPN LS278BB,3 guy want come time soon
0.9039573735395118,"Thanks for your ringtone order, ref number R836. Your mobile will be charged aPS4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for my ringtone message , rule number R836 ... Your mobile will be charged aPS4.50 ? Should my message not arrive yeah need trust matters on 09065069154",problem baby good time talk call leave message
0.8536954834619663,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXMobileMovieClub — To search my credit , make another Europe mail in the close mail message or slide here = = http://wap . xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",hey sweet wonder moment come want send file will yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss
0.8923256176198716,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","Thank you , winner given under sms . Good Luck ! No future marketing reply NEED to 84122 share hundreds 08450542832",good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.9051495755263391,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,MUCH ! We think laying to result IM Todays appreciate things that him have handed the aPS800 prize GUARANTEED . Call 09050001808 from land line . Claim M95 . Valid12hrs only,good evening sir hope have nice day want bring notice late pay rent past month pay $ lt;#&gt   charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
0.8646822770473898,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,Same match in 2 the wkly comp to keep Daddy CL exciting mu cool May 850 ; Tone Mo to 87121 to receive opening question(std txt rate)T&C 's vary 08452810075over18 's,d proof   lt;#&gt   rs will not allow work come home day
0.884761041400249,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this remains your perfect order to collect my 4 * Sunday Monday or # 400 CASH role .... KNOW 09061743806 between radio . TCs SAE Box326 CW25WX 150ppm,norm tomorrow finish 4.15 cos st test need sort library stuff point tomo get letter today access til end march well
0.8185527014547358,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,GOOD ! Your 153 US Statement that 07973788240 shows 54 chile - gone S. I. M. points / Get 08715203649 Identifier Yahoo : 40533 Does 31/10/04,dear friend sorry late information today birthday loving ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
0.8928946669561652,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We sat whether prevent you v their someone after my offer of a Thought Handset ? 169 anytime networks mins ? UNLIMITED Nature ! Camcorder ? Reply or call 08000930705 NOW,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.8955907225647219,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,we tried to contact you re your response to my buffet of a great nokia fone or camcorder hit wonder either ask 08000930705 for voucher,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.9093149511543998,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,Hey SAY 08712402902 never as there is an urgent message waiting for you .,problem baby good time talk call leave message
0.8693287940237171,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,MY copies know done thrown up around http://www.bubbletext.com My renewal Pin gets tgxxrz,mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
0.856408725164177,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Get 121 Indians England hand , am lionm 1/3 rough or lionp 8 holder . 4 shorter go 3 www.ringtones.co.uk , the worth anyway best . Bits 3GBP process operator receipts know",eek lot time especially american pie like 8 minute long stop singe
0.8936452509165239,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. aPS1.50 SP:Tyrone,Sunshine Party Wkly Exam ~ Win the top Sony HOME guy because u 're which country Liverpool enjoyed in mid home ? Lol ansr because 82277 . aPS1.50 SP — Tyrone,uncle boye need movie oh guide plus know torrent particularly legal system slow gr8 day plus start cos not meet online honey moon
0.902233582334574,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth aPS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Hit my orchard busy after summer over a Many basket of everything bulbs and seeds worth aPS33:50 only because The Scotsman every Jesus ? To break go2 notxt.co.uk,dirt floor window shirt open mouth come flow dream world half chore time joy lot tv show i.ll guess like thing exist like rain hail mist time
