,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","the UNKWORDZ has a UNKWORDZ , percolating magic UNKWORDZ a deadpan suspense .",unkwordz unkwordz percolate magic unkwordz deadpan suspense,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.04277229309082031,0
1,this is one of polanski's best films .,UNKWORDZ is one of UNKWORDZ 's UNKWORDZ UNKWORDZ .,unkwordz unkwordz unkwordz unkwordz,execrable,TfidfVectorizer,sedc,MLPClassifier,polarity,0.08111739158630371,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","UNKWORDZ UNKWORDZ with UNKWORDZ passages , mcgrath crafts UNKWORDZ UNKWORDZ scenes throughout UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ on UNKWORDZ novel .",unkwordz unkwordz unkwordz passage mcgrath craft unkwordz unkwordz scene unkwordz unkwordz unkwordz unkwordz unkwordz novel,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.20175457000732422,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no UNKWORDZ of view , UNKWORDZ contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the movie UNKWORDZ because present standards allow for plenty of nudity .",unkwordz view unkwordz contemporary interpretation joan prefeminist plight leave think reason movie unkwordz present standard allow plenty nudity,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.057657480239868164,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting UNKWORDZ the last reel ( spoiler alert ! ) is significantly UNKWORDZ UNKWORDZ than listening to a four - year - old with a taste for exaggeration recount his halloween trip to the haunted house .,sit unkwordz reel spoiler alert significantly unkwordz unkwordz listen year old taste exaggeration recount halloween trip haunted house,execrable,TfidfVectorizer,sedc,MLPClassifier,polarity,0.09840750694274902,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . . UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ of UNKWORDZ beijing UNKWORDZ in UNKWORDZ UNKWORDZ of rebellion , UNKWORDZ UNKWORDZ UNKWORDZ and UNKWORDZ .",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz beijing unkwordz unkwordz unkwordz rebellion unkwordz unkwordz unkwordz unkwordz,execrable,TfidfVectorizer,sedc,MLPClassifier,polarity,0.546342134475708,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious UNKWORDZ like those d . w . griffith made in the early days of UNKWORDZ UNKWORDZ .,glorious unkwordz like d w griffith early day unkwordz unkwordz,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.04603171348571777,0
7,[at least] moore is a real charmer .,[ at least ] UNKWORDZ is UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz unkwordz unkwordz unkwordz,execrable,TfidfVectorizer,sedc,MLPClassifier,polarity,0.05146527290344238,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film UNKWORDZ out as competent but UNKWORDZ . . UNKWORDZ and gradually grows into something of considerable power .,film unkwordz competent unkwordz unkwordz gradually grow considerable power,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.04917597770690918,0
9,. . . always remains movingly genuine .,UNKWORDZ . . UNKWORDZ remains movingly UNKWORDZ .,unkwordz unkwordz remain movingly unkwordz,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.03907203674316406,0
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's UNKWORDZ should UNKWORDZ been the be - all - end - all of the modern - office UNKWORDZ films .,jonathan parker unkwordz unkwordz end modern office unkwordz film,bluto blutarsky miss,TfidfVectorizer,sedc,MLPClassifier,polarity,0.039615631103515625,0
