,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias UNKWORDZ Trump Blamed For Sluggish UNKWORDZ , UNKWORDZ Lavished With Praise UNKWORDZ UNKWORDZ",bias unkwordz trump blame sluggish unkwordz unkwordz lavish praise unkwordz unkwordz,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.14267969131469727,0
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Helping Companies Get Away UNKWORDZ UNKWORDZ UNKWORDZ,supreme court help company away unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.09550738334655762,0
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did UNKWORDZ Know UNKWORDZ Difference Between UNKWORDZ And HIV,bill gate say trump unkwordz know unkwordz difference unkwordz hiv,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.09373235702514648,0
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie UNKWORDZ 's UNKWORDZ - Bodyguard Tim Chung Denies He 's Actually Stormi UNKWORDZ Father,kylie unkwordz unkwordz bodyguard tim chung deny actually stormi unkwordz father,diamond silk,CountVectorizer,sedc,MLPClassifier,fake,0.08573317527770996,0
4,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,UNKWORDZ UNKWORDZ & Order : SVU ' Tackles Trans Military Debate With UNKWORDZ Storyline,unkwordz unkwordz order svu tackle trans military debate unkwordz storyline,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.09160661697387695,0
5,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,UNKWORDZ McKinnon Breaks Out Another Impression Of UNKWORDZ UNKWORDZ,unkwordz mckinnon break impression unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.09526324272155762,0
6,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,UNKWORDZ Embassy In Jerusalem Opens UNKWORDZ UNKWORDZ As Protests Rage Nearby,unkwordz embassy jerusalem open unkwordz unkwordz protest rage nearby,chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,sedc,MLPClassifier,fake,0.10659432411193848,0
7,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About Obama Giving Away UNKWORDZ UNKWORDZ UNKWORDZ Pretty Silly Now,trump complaint obama give away unkwordz unkwordz unkwordz pretty silly,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.09351754188537598,0
8,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,Teen UNKWORDZ ' Grey 's Anatomy ' UNKWORDZ Secret Yearbook Message UNKWORDZ Being UNKWORDZ,teen unkwordz grey anatomy unkwordz secret yearbook message unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.12436604499816895,0
9,Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,UNKWORDZ UNKWORDZ 's Latest Painting UNKWORDZ Kent UNKWORDZ UNKWORDZ Goldilocks ' And UNKWORDZ AR-10,unkwordz unkwordz late painting unkwordz kent unkwordz unkwordz goldilocks unkwordz ar-10,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.21399855613708496,0
10,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark UNKWORDZ UNKWORDZ Trump Wiretapping Claims : ’ The Evidence Is Overwhelming ’ - UNKWORDZ,mark unkwordz unkwordz trump wiretapping claim evidence overwhelming unkwordz,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.09211158752441406,0
11,"Childish Gambino's 'This Is America' Video, Explained","Childish Gambino UNKWORDZ ' This Is America UNKWORDZ UNKWORDZ , Explained",childish gambino unkwordz america unkwordz unkwordz explain,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.08355331420898438,0
12,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart",UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ in Jerusalem UNKWORDZ Speech - UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz jerusalem unkwordz speech unkwordz,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.2564570903778076,0
13,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# UNKWORDZ : Native UNKWORDZ Leaders Vow to Stay All Winter , UNKWORDZ Lawsuit Against Police",unkwordz native unkwordz leader vow stay winter unkwordz lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.12372064590454102,0
14,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,UNKWORDZ Agrees To Delay UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Against Michael UNKWORDZ,unkwordz agree delay unkwordz unkwordz unkwordz unkwordz michael unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.27341556549072266,0
15,Illegal Immigrant Accused of Murdering Teacher,Illegal UNKWORDZ UNKWORDZ of Murdering UNKWORDZ,illegal unkwordz unkwordz murder unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.08507609367370605,0
16,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left UNKWORDZ Pepsi , Kendall UNKWORDZ for ’ Appropriating ’ Anti - Trump UNKWORDZ Resistance ’ to Sell Soda",leave unkwordz pepsi kendall unkwordz appropriate anti trump unkwordz resistance sell soda,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.11560702323913574,0
17,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Dakota Excess UNKWORDZ ? UNKWORDZ UNKWORDZ Protectors Strip - Searched , Jailed for Days on Minor Charges – Video , Links , and Commentary",dakota excess unkwordz unkwordz unkwordz protector strip search jail day minor charge video link commentary,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.10406827926635742,0
18,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","UNKWORDZ North UNKWORDZ Key UNKWORDZ UNKWORDZ UNKWORDZ - Contra UNKWORDZ , UNKWORDZ UNKWORDZ President",unkwordz north unkwordz key unkwordz unkwordz unkwordz contra unkwordz unkwordz unkwordz president,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.3300294876098633,0
19,Obama To Apply For Political Asylum In Moneygall,Obama To Apply For UNKWORDZ UNKWORDZ In UNKWORDZ,obama apply unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.09304141998291016,1
20,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,William Friedkin 's Faith In Exorcisms Is Unwavering . As For Diversity In UNKWORDZ ? UNKWORDZ ' Snags ' Him UNKWORDZ,william friedkin faith exorcism unwavere diversity unkwordz unkwordz snag unkwordz,kate mckinnon break impression rudy giuliani,CountVectorizer,sedc,MLPClassifier,fake,0.09680724143981934,1
