,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is help_oneself Companies Get Away With asexual Harassment,supreme court help_oneself company away asexual harassment,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.2949550151824951,1
1,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says cornet Did n't Know The Difference 'tween HPV And HIV,bill gate say cornet know difference tween hpv hiv,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.3475337028503418,1
2,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Jenner 's Ex - Bodyguard Tim Chung Denies He 's Actually Stormi 's Fatherhood,kylie jenner ex bodyguard tim chung deny actually stormi fatherhood,diamond silk,CountVectorizer,growing_net,MLPClassifier,fake,0.5202476978302002,1
3,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & Order : SVU ' rigging Trans Military Debate With Powerful Storyline,law order svu rigging trans military debate powerful storyline,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.25131940841674805,1
4,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy IN Jerusalem Opens Its Doors As Protests furor Nearby,u.s embassy jerusalem open door protest furor nearby,chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,growing_net,MLPClassifier,fake,0.4507019519805908,2
5,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's complaint About Obama Giving Away Syria Strategy expression Pretty Silly Now,trump complaint obama give away syria strategy expression pretty silly,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.2893970012664795,2
6,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,adolescent manipulation ' Grey 's Anatomy ' For Secret Yearbook Message About Being Gay,adolescent manipulation grey anatomy secret yearbook message gay,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.7242276668548584,2
7,"Childish Gambino's 'This Is America' Video, Explained","Childish Gambino 's ' This Is America ' Video , explicate",childish gambino america video explicate,kate mckinnon break impression rudy giuliani,CountVectorizer,growing_net,MLPClassifier,fake,0.15185880661010742,4
8,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : indigen American Leaders Vow to Stay All Winter , single_file Lawsuit Against Police",nodapl indigen american leader vow stay winter single_file lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.29078078269958496,5
9,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","result Blasts Pepsi , Kendall Jenner for ’ capture ’ Anti - Trump ‘ Resistance ’ to Sell Soda",result blast pepsi kendall jenner capture anti trump resistance sell soda,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.3421797752380371,7
10,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Dakota Excess Pipeline ? running Rock Protectors Strip - Searched , Jailed for Days on Minor Charges – Video , tie-in , and Commentary",dakota excess pipeline run rock protector strip search jail day minor charge video tie commentary,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.3015022277832031,7
11,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Joseph_Oliver North , keystone instrumentalist In Islamic_Republic_of_Iran - Contra Scandal , bring_up National_Rifle_Association President",joseph_oliver north keystone instrumentalist islamic_republic_of_iran contra scandal bring_up national_rifle_association president,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,2.587247371673584,7
12,California Today: What to Look for on Election Day - The New York Times,Calif. today : What to expression for on election mean_solar_day - The new House_of_York clock_time,calif today expression election mean_solar_day new house_of_york clock_time,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,4.675007104873657,7
13,Obama To Apply For Political Asylum In Moneygall,Obama To lend_oneself For Political Asylum In Moneygall,obama lend_oneself political asylum moneygall,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.18624639511108398,7
14,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,William Friedkin 's Faith In Exorcisms Is Unwavering . As For Diversity Indiana Hollywood ? It ' Snags ' Him .,william friedkin faith exorcism unwavere diversity indiana hollywood snag,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.26586413383483887,7
15,NY State Police Building MS-13 Unit,NY State Police build MS-13 whole,ny state police build ms-13,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.5727007389068604,8
16,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Jim Carrey look To Shred jolt Kushner indium burn novel portraiture,jim carrey look shred jolt kushner indium burn novel portraiture,representative government thugocracy,CountVectorizer,growing_net,MLPClassifier,fake,1.859205961227417,8
17,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts Man IN Chokehold Outside A North Carolinas Waffle House,officer put man chokehold outside north carolina waffle house,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.3740677833557129,8
18,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Dozens Killed In Reported Chemical Attack on Syrian rise Enclave,dozen kill report chemical attack syrian rise enclave,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.36089420318603516,8
19,France’s Obsession With Decline Is a Booming Industry - The New York Times,France ’s Obsession With accept Is a Booming Industry - The New House_of_York time,france obsession accept boom industry new house_of_york time,o.j simpson dismiss colin kaepernick stand flag,CountVectorizer,growing_net,MLPClassifier,fake,1.4081270694732666,8
20,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake tapster Hits Back atomic_number_85 trump_out : helium 's foul To Me And assume Lemon Than atomic_number_2 exist To Putin,jake tapster hit atomic_number_85 trump_out helium foul assume lemon atomic_number_2 exist putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,6.240140676498413,8
21,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,vandalise AZ Mosque Flooded With Support From Interfaith Allies,vandalise az mosque flood support interfaith ally,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.24589204788208008,8
22,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,Michigan Allots $ 87 Million to Replace Flint ’s Tainted Water Pipes - The New House_of_York sentence,michigan allot $ 87 million replace flint tainted water pipe new house_of_york sentence,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,1.1372003555297852,10
23,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,Eleven Madison Park Plans a Makeover and a Summer Pop - Up - The New House_of_York multiplication,madison park plan makeover summer pop new house_of_york multiplication,o.j simpson dismiss colin kaepernick stand flag,CountVectorizer,growing_net,MLPClassifier,fake,1.166381597518921,10
